"Index","OMER.Close"
2014-11-05,17.24
2014-11-06,17.28
2014-11-07,17.37
2014-11-10,17.49
2014-11-11,19.05
2014-11-12,19.71
2014-11-13,19.57
2014-11-14,18.98
2014-11-17,19.74
2014-11-18,21.4
2014-11-19,20.97
2014-11-20,20.64
2014-11-21,20.12
2014-11-24,20.74
2014-11-25,21.83
2014-11-26,22.41
2014-11-28,22.33
2014-12-01,21.6
2014-12-02,22.46
2014-12-03,22.65
2014-12-04,22.3
2014-12-05,23.05
2014-12-08,23.03
2014-12-09,23.46
2014-12-10,22.94
2014-12-11,22.69
2014-12-12,22.81
2014-12-15,21.13
2014-12-16,20.51
2014-12-17,21.49
2014-12-18,22.26
2014-12-19,23.13
2014-12-22,22.59
2014-12-23,21.61
2014-12-24,22.09
2014-12-26,22.79
2014-12-29,23.91
2014-12-30,23.88
2014-12-31,24.78
2015-01-02,25.01
2015-01-05,24.54
2015-01-06,23.85
2015-01-07,24.44
2015-01-08,24.29
2015-01-09,24.1
2015-01-12,23.88
2015-01-13,23.86
