"Index","AAON.Close"
2007-08-24,6.09
2007-08-27,6.2
2007-08-28,5.89
2007-08-29,6.05
2007-08-30,6.02
2007-08-31,6.2
2007-09-04,6.62
2007-09-05,6.13
2007-09-06,6.13
2007-09-07,5.99
2007-09-10,5.77
2007-09-11,5.81
2007-09-12,5.76
2007-09-13,5.71
2007-09-14,5.51
2007-09-17,5.58
2007-09-18,6.06
2007-09-19,6.16
2007-09-20,6.14
2007-09-21,6.2
2007-09-24,6.07
2007-09-25,5.8
2007-09-26,6
2007-09-27,5.98
2007-09-28,5.85
2007-10-01,5.93
2007-10-02,6.05
2007-10-03,5.96
2007-10-04,6.1
2007-10-05,6.14
2007-10-08,6.07
2007-10-09,6.16
2007-10-10,6.09
2007-10-11,5.95
2007-10-12,6
2007-10-15,5.9
2007-10-16,5.79
2007-10-17,5.64
2007-10-18,5.38
2007-10-19,5.15
2007-10-22,4.99
2007-10-23,5.04
2007-10-24,5.04
2007-10-25,4.96
2007-10-26,5.27
2007-10-29,5.28
2007-10-30,5.24
2007-10-31,5.41
2007-11-01,5.04
2007-11-02,5.12
2007-11-05,4.92
2007-11-06,5.16
2007-11-07,4.95
2007-11-08,5.13
2007-11-09,5.27
2007-11-12,5.42
2007-11-13,5.49
2007-11-14,5.49
2007-11-15,5.4
2007-11-16,5.43
2007-11-19,5.32
2007-11-20,5.38
2007-11-21,5.33
2007-11-23,5.57
2007-11-26,5.27
2007-11-27,5.43
2007-11-28,5.63
2007-11-29,5.61
2007-11-30,5.64
2007-12-03,5.56
2007-12-04,5.4
2007-12-05,5.6
2007-12-06,5.85
2007-12-07,5.67
2007-12-10,5.65
2007-12-11,5.57
2007-12-12,5.71
2007-12-13,5.76
2007-12-14,5.56
2007-12-17,5.75
2007-12-18,5.94
2007-12-19,5.88
2007-12-20,5.94
2007-12-21,6.25
2007-12-24,6.51
2007-12-26,6.25
2007-12-27,6
2007-12-28,6.02
2007-12-31,5.87
2008-01-02,5.56
2008-01-03,5.34
2008-01-04,5.22
2008-01-07,5.42
2008-01-08,5.2
2008-01-09,5.37
2008-01-10,5.32
2008-01-11,4.98
2008-01-14,5.19
2008-01-15,5.02
2008-01-16,5.02
2008-01-17,4.79
2008-01-18,4.71
2008-01-22,4.98
2008-01-23,5.29
2008-01-24,4.97
2008-01-25,5.04
2008-01-28,5.18
2008-01-29,5.14
2008-01-30,4.97
2008-01-31,5.27
2008-02-01,5.52
2008-02-04,5.28
2008-02-05,5.02
2008-02-06,5.24
2008-02-07,5.55
2008-02-08,5.24
2008-02-11,5.21
2008-02-12,5.18
2008-02-13,5.33
2008-02-14,5.08
2008-02-15,4.95
2008-02-19,5.11
2008-02-20,5.17
2008-02-21,5.03
2008-02-22,4.98
2008-02-25,5.15
2008-02-26,5.24
2008-02-27,5.06
2008-02-28,4.9
2008-02-29,4.89
2008-03-03,4.98
2008-03-04,5.29
2008-03-05,5.26
2008-03-06,5.11
2008-03-07,5.19
2008-03-10,5.03
2008-03-11,5.25
2008-03-12,4.98
2008-03-13,5.13
2008-03-14,5.1
2008-03-17,5.13
2008-03-18,5.44
2008-03-19,5.31
2008-03-20,5.59
2008-03-24,5.79
2008-03-25,5.97
2008-03-26,6.08
2008-03-27,5.86
2008-03-28,5.8
2008-03-31,5.93
2008-04-01,6.07
2008-04-02,5.9
2008-04-03,5.75
2008-04-04,5.66
2008-04-07,5.54
2008-04-08,5.72
2008-04-09,5.5
2008-04-10,5.48
2008-04-11,5.22
2008-04-14,5.21
2008-04-15,5.26
2008-04-16,5.6
2008-04-17,5.57
2008-04-18,5.73
2008-04-21,5.67
2008-04-22,5.47
2008-04-23,5.45
2008-04-24,5.53
2008-04-25,5.56
2008-04-28,5.44
2008-04-29,5.43
2008-04-30,5.36
2008-05-01,5.65
2008-05-02,5.51
2008-05-05,5.5
2008-05-06,5.5
2008-05-07,5.39
2008-05-08,5.64
2008-05-09,6
2008-05-12,5.96
2008-05-13,6.06
2008-05-14,6.19
2008-05-15,6.04
2008-05-16,5.91
2008-05-19,5.92
2008-05-20,5.92
2008-05-21,5.89
2008-05-22,6
2008-05-23,5.95
2008-05-27,6.11
2008-05-28,6.11
2008-05-29,6.29
2008-05-30,6.23
2008-06-02,6.13
2008-06-03,6.34
2008-06-04,6.61
2008-06-05,6.79
2008-06-06,6.39
2008-06-09,6.43
2008-06-10,6.39
2008-06-11,6.21
2008-06-12,6.22
2008-06-13,6.29
2008-06-16,6.01
2008-06-17,5.89
2008-06-18,5.78
2008-06-19,6
2008-06-20,5.9
2008-06-23,5.9
2008-06-24,5.74
2008-06-25,5.85
2008-06-26,5.63
2008-06-27,5.74
2008-06-30,5.71
2008-07-01,5.68
2008-07-02,5.39
2008-07-03,5.35
2008-07-07,5.38
2008-07-08,5.33
2008-07-09,5.15
2008-07-10,5.3
2008-07-11,5.1
2008-07-14,5.03
2008-07-15,5.01
2008-07-16,5.14
2008-07-17,5.14
2008-07-18,5.11
2008-07-21,5.4
2008-07-22,5.42
2008-07-23,5.46
2008-07-24,5.37
2008-07-25,5.61
2008-07-28,5.37
2008-07-29,5.59
2008-07-30,5.64
2008-07-31,5.63
2008-08-01,5.59
2008-08-04,5.27
2008-08-05,5.34
2008-08-06,5.8
2008-08-07,5.8
2008-08-08,6.42
2008-08-11,6.44
2008-08-12,6.41
2008-08-13,6.77
2008-08-14,6.55
2008-08-15,6.51
2008-08-18,6.36
2008-08-19,6.17
2008-08-20,6.25
2008-08-21,6.14
2008-08-22,6.34
2008-08-25,5.94
2008-08-26,5.96
2008-08-27,6.13
2008-08-28,6.37
2008-08-29,6.33
2008-09-02,6.31
2008-09-03,6.15
2008-09-04,5.92
2008-09-05,5.75
2008-09-08,6
2008-09-09,5.65
2008-09-10,5.76
2008-09-11,5.88
2008-09-12,5.86
2008-09-15,5.52
2008-09-16,5.89
2008-09-17,5.43
2008-09-18,5.72
2008-09-19,6.37
2008-09-22,6.2
2008-09-23,5.77
2008-09-24,5.62
2008-09-25,5.73
2008-09-26,5.67
2008-09-29,5.27
2008-09-30,5.39
2008-10-01,5.58
2008-10-02,5.27
2008-10-03,5.05
2008-10-06,4.88
2008-10-07,4.51
2008-10-08,4.55
2008-10-09,4.24
2008-10-10,4.78
2008-10-13,4.91
2008-10-14,4.68
2008-10-15,4.24
2008-10-16,4.85
2008-10-17,4.55
2008-10-20,4.68
2008-10-21,4.48
2008-10-22,4.29
2008-10-23,4.36
2008-10-24,4.24
2008-10-27,3.83
2008-10-28,4.51
2008-10-29,4.44
2008-10-30,4.44
2008-10-31,4.89
2008-11-03,5.24
2008-11-04,5.19
2008-11-05,5.27
2008-11-06,5.44
2008-11-07,5.66
2008-11-10,6.06
2008-11-11,5.73
2008-11-12,5.3
2008-11-13,5.35
2008-11-14,4.92
2008-11-17,4.91
2008-11-18,5.14
2008-11-19,4.8
2008-11-20,4.64
2008-11-21,4.7
2008-11-24,5.14
2008-11-25,5.2
2008-11-26,5.65
2008-11-28,5.64
2008-12-01,5.13
2008-12-02,5.58
2008-12-03,5.78
2008-12-04,5.62
2008-12-05,5.93
2008-12-08,6.28
2008-12-09,5.87
2008-12-10,6.11
2008-12-11,5.42
2008-12-12,5.99
2008-12-15,5.69
2008-12-16,6.09
2008-12-17,5.89
2008-12-18,5.72
2008-12-19,5.97
2008-12-22,6.13
2008-12-23,5.88
2008-12-24,6.02
2008-12-26,6.06
2008-12-29,6.14
2008-12-30,6.28
2008-12-31,6.19
2009-01-02,6.19
2009-01-05,6.2
2009-01-06,6.19
2009-01-07,6.01
2009-01-08,6.05
2009-01-09,5.96
2009-01-12,5.86
2009-01-13,5.69
2009-01-14,5.42
2009-01-15,5.55
2009-01-16,5.62
2009-01-20,5.08
2009-01-21,5.46
2009-01-22,5.2
2009-01-23,5.08
2009-01-26,5.34
2009-01-27,5.48
2009-01-28,5.68
2009-01-29,5.41
2009-01-30,5.37
2009-02-02,5.32
2009-02-03,5.45
2009-02-04,5.46
2009-02-05,5.53
2009-02-06,5.67
2009-02-09,5.59
2009-02-10,5.22
2009-02-11,5.21
2009-02-12,5.36
2009-02-13,5.35
2009-02-17,4.82
2009-02-18,4.65
2009-02-19,4.81
2009-02-20,4.67
2009-02-23,4.54
2009-02-24,4.95
2009-02-25,4.87
2009-02-26,4.79
2009-02-27,4.6
2009-03-02,4.39
2009-03-03,4.44
2009-03-04,4.7
2009-03-05,4.44
2009-03-06,4.52
2009-03-09,4.54
2009-03-10,5.08
2009-03-11,5.15
2009-03-12,5.43
2009-03-13,5.38
2009-03-16,5.29
2009-03-17,5.63
2009-03-18,5.56
2009-03-19,5.46
2009-03-20,5.26
2009-03-23,5.67
2009-03-24,5.35
2009-03-25,5.48
2009-03-26,5.7
2009-03-27,5.34
2009-03-30,5.09
2009-03-31,5.37
2009-04-01,5.43
2009-04-02,5.52
2009-04-03,5.48
2009-04-06,5.24
2009-04-07,5.04
2009-04-08,5.09
2009-04-09,5.27
2009-04-13,5.03
2009-04-14,4.81
2009-04-15,4.95
2009-04-16,5.11
2009-04-17,5.22
2009-04-20,4.92
2009-04-21,5.18
2009-04-22,5.39
2009-04-23,5.29
2009-04-24,5.32
2009-04-27,5.44
2009-04-28,5.57
2009-04-29,5.76
2009-04-30,5.77
2009-05-01,5.6
2009-05-04,5.76
2009-05-05,5.75
2009-05-06,6.09
2009-05-07,6.07
2009-05-08,6.22
2009-05-11,6.02
2009-05-12,6.08
2009-05-13,5.79
2009-05-14,5.85
2009-05-15,5.91
2009-05-18,6.16
2009-05-19,6.15
2009-05-20,6.2
2009-05-21,6.21
2009-05-22,6.04
2009-05-26,6.21
2009-05-27,6.09
2009-05-28,6.13
2009-05-29,6.16
2009-06-01,6.25
2009-06-02,6.24
2009-06-03,6.48
2009-06-04,6.42
2009-06-05,6.43
2009-06-08,6.35
2009-06-09,6.2
2009-06-10,6.13
2009-06-11,6.17
2009-06-12,6.23
2009-06-15,5.82
2009-06-16,5.7
2009-06-17,5.81
2009-06-18,5.69
2009-06-19,5.63
2009-06-22,5.54
2009-06-23,5.52
2009-06-24,5.72
2009-06-25,5.94
2009-06-26,6.01
2009-06-29,6.1
2009-06-30,5.9
2009-07-01,6.15
2009-07-02,5.93
2009-07-06,5.95
2009-07-07,5.8
2009-07-08,5.8
2009-07-09,5.69
2009-07-10,5.57
2009-07-13,5.86
2009-07-14,6.02
2009-07-15,6.01
2009-07-16,5.95
2009-07-17,5.97
2009-07-20,6.03
2009-07-21,5.98
2009-07-22,6.03
2009-07-23,5.85
2009-07-24,5.79
2009-07-27,5.81
2009-07-28,5.9
2009-07-29,5.82
2009-07-30,5.87
2009-07-31,5.81
2009-08-03,6.07
2009-08-04,6.23
2009-08-05,6.15
2009-08-06,5.98
2009-08-07,6.16
2009-08-10,6.02
2009-08-11,5.89
2009-08-12,6.51
2009-08-13,6.5
2009-08-14,6.43
2009-08-17,6.32
2009-08-18,6.43
2009-08-19,6.39
2009-08-20,6.43
2009-08-21,6.44
2009-08-24,6.43
2009-08-25,6.5
2009-08-26,6.5
2009-08-27,6.46
2009-08-28,6.29
2009-08-31,6.19
2009-09-01,6.15
2009-09-02,6.05
2009-09-03,6.06
2009-09-04,6.02
2009-09-08,5.98
2009-09-09,5.91
2009-09-10,5.94
2009-09-11,6.02
2009-09-14,6.02
2009-09-15,6.1
2009-09-16,6.17
2009-09-17,6.22
2009-09-18,6.22
2009-09-21,6.18
2009-09-22,6.12
2009-09-23,6.1
2009-09-24,6.09
2009-09-25,6.03
2009-09-28,6.09
2009-09-29,6.02
2009-09-30,5.95
2009-10-01,5.71
2009-10-02,5.64
2009-10-05,5.58
2009-10-06,5.62
2009-10-07,5.61
2009-10-08,5.46
2009-10-09,5.54
2009-10-12,5.54
2009-10-13,5.43
2009-10-14,5.56
2009-10-15,5.57
2009-10-16,5.57
2009-10-19,5.6
2009-10-20,5.58
2009-10-21,5.61
2009-10-22,5.7
2009-10-23,5.62
2009-10-26,5.61
2009-10-27,5.63
2009-10-28,5.44
2009-10-29,5.48
2009-10-30,5.34
2009-11-02,5.53
2009-11-03,5.63
2009-11-04,5.58
2009-11-05,5.69
2009-11-06,5.75
2009-11-09,5.88
2009-11-10,5.92
2009-11-11,5.95
2009-11-12,5.86
2009-11-13,5.88
2009-11-16,6.08
2009-11-17,6.04
2009-11-18,5.96
2009-11-19,5.83
2009-11-20,5.8
2009-11-23,5.84
2009-11-24,5.8
2009-11-25,5.74
2009-11-27,5.63
2009-11-30,5.61
2009-12-01,5.64
2009-12-02,5.82
2009-12-03,5.73
2009-12-04,5.71
2009-12-07,5.67
2009-12-08,5.56
2009-12-09,5.55
2009-12-10,5.51
2009-12-11,5.64
2009-12-14,5.69
2009-12-15,5.64
2009-12-16,5.7
2009-12-17,5.78
2009-12-18,5.87
2009-12-21,5.92
2009-12-22,5.87
2009-12-23,5.83
2009-12-24,5.89
2009-12-28,5.83
2009-12-29,5.91
2009-12-30,5.88
2009-12-31,5.77
2010-01-04,5.92
2010-01-05,5.75
2010-01-06,5.52
2010-01-07,5.73
2010-01-08,5.8
2010-01-11,5.95
2010-01-12,5.87
2010-01-13,5.91
2010-01-14,5.9
2010-01-15,5.67
2010-01-19,5.71
2010-01-20,5.64
2010-01-21,5.67
2010-01-22,5.74
2010-01-25,5.85
2010-01-26,5.82
2010-01-27,6.23
2010-01-28,6.15
2010-01-29,6.1
2010-02-01,6.09
2010-02-02,6.2
2010-02-03,6.1
2010-02-04,6.08
2010-02-05,6.2
2010-02-08,6.13
2010-02-09,6.21
2010-02-10,6.19
2010-02-11,6.26
2010-02-12,6.26
2010-02-16,6.3
2010-02-17,6.32
2010-02-18,6.43
2010-02-19,6.46
2010-02-22,6.47
2010-02-23,6.43
2010-02-24,6.38
2010-02-25,6.25
2010-02-26,6.23
2010-03-01,6.41
2010-03-02,6.41
2010-03-03,6.39
2010-03-04,6.39
2010-03-05,6.38
2010-03-08,6.38
2010-03-09,6.39
2010-03-10,6.4
2010-03-11,6.43
2010-03-12,6.43
2010-03-15,6.22
2010-03-16,6.24
2010-03-17,6.36
2010-03-18,6.37
2010-03-19,6.43
2010-03-22,6.52
2010-03-23,6.61
2010-03-24,6.54
2010-03-25,6.47
2010-03-26,6.52
2010-03-29,6.52
2010-03-30,6.76
2010-03-31,6.7
2010-04-05,6.84
2010-04-06,6.75
2010-04-07,6.74
2010-04-08,6.66
2010-04-09,6.7
2010-04-12,6.87
2010-04-13,6.84
2010-04-14,6.95
2010-04-15,6.99
2010-04-16,6.99
2010-04-19,7.01
2010-04-20,7.03
2010-04-21,6.76
2010-04-22,7.02
2010-04-23,7.1
2010-04-26,6.99
2010-04-27,6.89
2010-04-28,7.13
2010-04-29,7.27
2010-04-30,7.16
2010-05-03,7.25
2010-05-04,6.97
2010-05-05,6.69
2010-05-06,6.53
2010-05-07,6.38
2010-05-10,6.81
2010-05-11,6.92
2010-05-12,7.16
2010-05-13,7.17
2010-05-14,7.15
2010-05-17,7.37
2010-05-18,7.35
2010-05-19,7.31
2010-05-20,7.04
2010-05-21,7.12
2010-05-24,6.93
2010-05-25,6.9
2010-05-26,6.9
2010-05-27,7.35
2010-05-28,7.31
2010-06-01,6.87
2010-06-02,7.16
2010-06-03,7.19
2010-06-04,6.81
2010-06-07,6.79
2010-06-08,6.79
2010-06-09,6.9
2010-06-10,7.1
2010-06-11,7.13
2010-06-14,7.13
2010-06-15,7.22
2010-06-16,7.24
2010-06-17,7.26
2010-06-18,7.34
2010-06-21,7.32
2010-06-22,7.19
2010-06-23,7.11
2010-06-24,7.06
2010-06-25,7.11
2010-06-28,7.07
2010-06-29,6.94
2010-06-30,6.91
2010-07-01,7.06
2010-07-02,7.15
2010-07-06,6.78
2010-07-07,6.93
2010-07-08,7.02
2010-07-09,7.08
2010-07-12,6.87
2010-07-13,7.09
2010-07-14,7.06
2010-07-15,6.98
2010-07-16,6.76
2010-07-19,6.88
2010-07-20,7.02
2010-07-21,6.92
2010-07-22,7.2
2010-07-23,7.36
2010-07-26,7.67
2010-07-27,7.54
2010-07-28,7.37
2010-07-29,7.41
2010-07-30,7.37
2010-08-02,7.57
2010-08-03,7.52
2010-08-04,7.61
2010-08-05,7.48
2010-08-06,7.2
2010-08-09,7.13
2010-08-10,7.05
2010-08-11,6.77
2010-08-12,6.71
2010-08-13,6.67
2010-08-16,6.58
2010-08-17,6.73
2010-08-18,6.64
2010-08-19,6.39
2010-08-20,6.43
2010-08-23,6.25
2010-08-24,6.13
2010-08-25,6.24
2010-08-26,6.29
2010-08-27,6.57
2010-08-30,6.48
2010-08-31,6.57
2010-09-01,6.67
2010-09-02,6.67
2010-09-03,6.71
2010-09-07,6.54
2010-09-08,6.69
2010-09-09,6.7
2010-09-10,6.68
2010-09-13,6.89
2010-09-14,6.92
2010-09-15,6.97
2010-09-16,6.91
2010-09-17,6.99
2010-09-20,7.19
2010-09-21,6.85
2010-09-22,6.8
2010-09-23,6.78
2010-09-24,7.09
2010-09-27,7.09
2010-09-28,7.11
2010-09-29,7.11
2010-09-30,6.97
2010-10-01,6.94
2010-10-04,6.84
2010-10-05,7.23
2010-10-06,7.2
2010-10-07,7.02
2010-10-08,7.07
2010-10-11,7.11
2010-10-12,7.27
2010-10-13,7.38
2010-10-14,7.4
2010-10-15,7.27
2010-10-18,7.29
2010-10-19,7.28
2010-10-20,7.31
2010-10-21,7.35
2010-10-22,7.32
2010-10-25,7.38
2010-10-26,7.3
2010-10-27,7.27
2010-10-28,7.31
2010-10-29,7.27
2010-11-01,7.27
2010-11-02,7.37
2010-11-03,7.41
2010-11-04,7.39
2010-11-05,7.39
2010-11-08,7.37
2010-11-09,7.33
2010-11-10,7.52
2010-11-11,7.46
2010-11-12,7.41
2010-11-15,7.44
2010-11-16,7.29
2010-11-17,7.27
2010-11-18,7.44
2010-11-19,7.42
2010-11-22,7.48
2010-11-23,7.47
2010-11-24,7.66
2010-11-26,7.66
2010-11-29,7.44
2010-11-30,7.6
2010-12-01,7.9
2010-12-02,7.97
2010-12-03,8.03
2010-12-06,8.13
2010-12-07,8.5
2010-12-08,8.66
2010-12-09,8.67
2010-12-10,8.6
2010-12-13,8.52
2010-12-14,8.48
2010-12-15,8.36
2010-12-16,8.53
2010-12-17,8.43
2010-12-20,8.51
2010-12-21,8.52
2010-12-22,8.51
2010-12-23,8.57
2010-12-27,8.59
2010-12-28,8.52
2010-12-29,8.55
2010-12-30,8.55
2010-12-31,8.36
2011-01-03,8.6
2011-01-04,8.33
2011-01-05,8.37
2011-01-06,8.28
2011-01-07,7.93
2011-01-10,7.99
2011-01-11,8.05
2011-01-12,8.13
2011-01-13,8.2
2011-01-14,8.24
2011-01-18,8.23
2011-01-19,7.92
2011-01-20,8.09
2011-01-21,7.91
2011-01-24,8.04
2011-01-25,7.96
2011-01-26,8.28
2011-01-27,8.3
2011-01-28,7.83
2011-01-31,7.98
2011-02-01,8.23
2011-02-02,8.05
2011-02-03,7.96
2011-02-04,7.99
2011-02-07,8.02
2011-02-08,8.17
2011-02-09,8.17
2011-02-10,8.22
2011-02-11,8.55
2011-02-14,8.64
2011-02-15,8.82
2011-02-16,8.96
2011-02-17,9
2011-02-18,9.16
2011-02-22,9.04
2011-02-23,8.94
2011-02-24,8.95
2011-02-25,9.05
2011-02-28,9.1
2011-03-01,9.08
2011-03-02,9.13
2011-03-03,9.02
2011-03-04,8.99
2011-03-07,8.85
2011-03-08,9.19
2011-03-09,9.17
2011-03-10,8.76
2011-03-11,8.5
2011-03-14,8.52
2011-03-15,8.44
2011-03-16,8.55
2011-03-17,8.65
2011-03-18,9.09
2011-03-21,9.2
2011-03-22,9.29
2011-03-23,9.19
2011-03-24,9.15
2011-03-25,9.21
2011-03-28,9.21
2011-03-29,9.27
2011-03-30,9.56
2011-03-31,9.75
2011-04-01,9.52
2011-04-04,9.52
2011-04-05,9.55
2011-04-06,9.74
2011-04-07,9.66
2011-04-08,9.42
2011-04-11,9.45
2011-04-12,9.4
2011-04-13,9.3
2011-04-14,9.27
2011-04-15,9.26
2011-04-18,9.32
2011-04-19,9.51
2011-04-20,9.79
2011-04-21,9.78
2011-04-25,9.76
2011-04-26,9.82
2011-04-27,9.82
2011-04-28,9.81
2011-04-29,9.73
2011-05-02,9.67
2011-05-03,9.51
2011-05-04,9.33
2011-05-05,9.51
2011-05-06,9.42
2011-05-09,9.53
2011-05-10,9.74
2011-05-11,9.75
2011-05-12,9.91
2011-05-13,9.59
2011-05-16,9.64
2011-05-17,9.64
2011-05-18,9.71
2011-05-19,9.74
2011-05-20,9.63
2011-05-23,9.6
2011-05-24,9.38
2011-05-25,9.47
2011-05-26,9.78
2011-05-27,9.78
2011-05-31,9.99
2011-06-01,9.7
2011-06-02,9.49
2011-06-03,9.39
2011-06-06,9.48
2011-06-07,9.63
2011-06-08,9.43
2011-06-09,9.37
2011-06-10,9.1
2011-06-13,9.28
2011-06-14,9.44
2011-06-15,9.49
2011-06-16,9.75
2011-06-17,9.81
2011-06-20,10.08
2011-06-21,10.08
2011-06-22,9.66
2011-06-23,9.68
2011-06-24,9.44
2011-06-27,9.8
2011-06-28,9.86
2011-06-29,9.77
2011-06-30,9.71
2011-07-01,9.85
2011-07-05,9.93
2011-07-06,10.08
2011-07-07,10.3
2011-07-08,10.19
2011-07-11,9.98
2011-07-12,10.09
2011-07-13,10.54
2011-07-14,10.43
2011-07-15,10.41
2011-07-18,10.3
2011-07-19,10.55
2011-07-20,10.55
2011-07-21,10.6
2011-07-22,10.53
2011-07-25,10.33
2011-07-26,10.08
2011-07-27,9.79
2011-07-28,9.81
2011-07-29,10.08
2011-08-01,10.15
2011-08-02,9.89
2011-08-03,10.02
2011-08-04,8.18
2011-08-05,8.53
2011-08-08,8.51
2011-08-09,8.68
2011-08-10,8.22
2011-08-11,8.8
2011-08-12,8.5
2011-08-15,8.65
2011-08-16,8.47
2011-08-17,8.11
2011-08-18,7.34
2011-08-19,7.11
2011-08-22,7.07
2011-08-23,7.21
2011-08-24,7.44
2011-08-25,7.07
2011-08-26,7.21
2011-08-29,7.71
2011-08-30,7.78
2011-08-31,7.78
2011-09-01,7.6
2011-09-02,7.12
2011-09-06,7.18
2011-09-07,7.52
2011-09-08,7.4
2011-09-09,7.01
2011-09-12,7.17
2011-09-13,7.34
2011-09-14,7.39
2011-09-15,7.79
2011-09-16,7.71
2011-09-19,7.4
2011-09-20,7.07
2011-09-21,6.89
2011-09-22,6.7
2011-09-23,7.1
2011-09-26,7.41
2011-09-27,7.6
2011-09-28,7.04
2011-09-29,7.27
2011-09-30,7
2011-10-03,6.72
2011-10-04,7.46
2011-10-05,7.48
2011-10-06,8.04
2011-10-07,7.7
2011-10-10,8.11
2011-10-11,7.86
2011-10-12,8.35
2011-10-13,8.24
2011-10-14,8.62
2011-10-17,8.33
2011-10-18,8.78
2011-10-19,8.46
2011-10-20,8.37
2011-10-21,8.55
2011-10-24,8.86
2011-10-25,8.51
2011-10-26,8.81
2011-10-27,10.13
2011-10-28,9.72
2011-10-31,9.41
2011-11-01,8.85
2011-11-02,9.49
2011-11-03,9.9
2011-11-04,9.61
2011-11-07,9.8
2011-11-08,10.08
2011-11-09,9.58
2011-11-10,9.63
2011-11-11,9.77
2011-11-14,9.54
2011-11-15,9.75
2011-11-16,9.38
2011-11-17,9.4
2011-11-18,9.39
2011-11-21,9.04
2011-11-22,8.8
2011-11-23,8.47
2011-11-25,8.44
2011-11-28,9.18
2011-11-29,8.88
2011-11-30,9.74
2011-12-01,9.34
2011-12-02,9.52
2011-12-05,9.68
2011-12-06,9.7
2011-12-07,9.55
2011-12-08,9.12
2011-12-09,9.54
2011-12-12,9.41
2011-12-13,9.12
2011-12-14,9.22
2011-12-15,9.5
2011-12-16,9.4
2011-12-19,9.09
2011-12-20,9.58
2011-12-21,9.8
2011-12-22,9.6
2011-12-23,9.66
2011-12-27,9.59
2011-12-28,9.07
2011-12-29,9.22
2011-12-30,9.11
2012-01-03,9.16
2012-01-04,9.08
2012-01-05,9.03
2012-01-06,8.93
2012-01-09,8.91
2012-01-10,9.02
2012-01-11,8.89
2012-01-12,9.01
2012-01-13,8.92
2012-01-17,8.83
2012-01-18,8.95
2012-01-19,8.87
2012-01-20,8.89
