"Index","AFOP.Close"
2008-03-18,0.61
2008-03-19,0.62
2008-03-20,0.64
2008-03-24,0.64
2008-03-25,0.63
2008-03-26,0.65
2008-03-27,0.64
2008-03-28,0.64
2008-03-31,0.64
2008-04-01,0.66
2008-04-02,0.66
2008-04-03,0.65
2008-04-04,0.64
2008-04-07,0.66
2008-04-08,0.66
2008-04-09,0.66
2008-04-10,0.64
2008-04-11,0.65
2008-04-14,0.64
2008-04-15,0.63
2008-04-16,0.63
2008-04-17,0.64
2008-04-18,0.68
2008-04-21,0.67
2008-04-22,0.67
2008-04-23,0.67
2008-04-24,0.67
2008-04-25,0.67
2008-04-28,0.66
2008-04-29,0.7
2008-04-30,0.7
2008-05-01,0.77
2008-05-02,0.78
2008-05-05,0.78
2008-05-06,0.79
2008-05-07,0.79
2008-05-08,0.74
2008-05-09,0.72
2008-05-12,0.74
2008-05-13,0.8
2008-05-14,0.82
2008-05-15,0.8
2008-05-16,0.78
2008-05-19,0.78
2008-05-20,0.79
2008-05-21,0.76
2008-05-22,0.74
2008-05-23,0.75
2008-05-27,0.76
2008-05-28,0.76
2008-05-29,0.76
2008-05-30,0.75
2008-06-02,0.77
2008-06-03,0.78
2008-06-04,0.77
2008-06-05,0.78
2008-06-06,0.78
2008-06-09,0.77
2008-06-10,0.78
2008-06-11,0.75
2008-06-12,0.74
2008-06-13,0.76
2008-06-16,0.74
2008-06-17,0.74
2008-06-18,0.74
2008-06-19,0.72
2008-06-20,0.72
2008-06-23,0.7
2008-06-24,0.68
2008-06-25,0.75
2008-06-26,0.72
2008-06-27,0.72
2008-06-30,0.7
2008-07-01,0.68
2008-07-02,0.7
2008-07-03,0.7
2008-07-07,0.7
2008-07-08,0.72
2008-07-09,0.7
2008-07-10,0.7
2008-07-11,0.7
2008-07-14,0.7
2008-07-15,0.7
2008-07-16,0.71
2008-07-17,0.72
2008-07-18,0.72
2008-07-21,0.7
2008-07-22,0.72
2008-07-23,0.72
2008-07-24,0.7
2008-07-25,0.69
2008-07-28,0.69
2008-07-29,0.69
2008-07-30,0.7
2008-07-31,0.7
2008-08-01,0.68
2008-08-04,0.69
2008-08-05,0.7
2008-08-06,0.7
2008-08-07,0.7
2008-08-08,0.7
2008-08-11,0.69
2008-08-12,0.68
2008-08-13,0.66
2008-08-14,0.7
2008-08-15,0.7
2008-08-18,0.7
2008-08-19,0.68
2008-08-20,0.68
2008-08-21,0.68
2008-08-22,0.69
2008-08-25,0.68
2008-08-26,0.66
2008-08-27,0.64
2008-08-28,0.64
2008-08-29,0.66
2008-09-02,0.65
2008-09-03,0.65
2008-09-04,0.64
2008-09-05,0.63
2008-09-08,0.62
2008-09-09,0.64
2008-09-10,0.65
2008-09-11,0.62
2008-09-12,0.6
2008-09-15,0.56
2008-09-16,0.54
2008-09-17,0.54
2008-09-18,0.52
2008-09-19,0.55
2008-09-22,0.54
2008-09-23,0.52
2008-09-24,0.52
2008-09-25,0.52
2008-09-26,0.5
2008-09-29,0.49
2008-09-30,0.49
2008-10-01,0.5
2008-10-02,0.5
2008-10-03,0.5
2008-10-06,0.46
2008-10-07,0.47
2008-10-08,0.46
2008-10-09,0.46
2008-10-10,0.43
2008-10-13,0.44
2008-10-14,0.45
2008-10-15,0.44
2008-10-16,0.45
2008-10-17,0.46
2008-10-20,0.45
2008-10-21,0.46
2008-10-22,0.45
2008-10-23,0.47
2008-10-24,0.44
2008-10-27,0.42
2008-10-28,0.44
2008-10-29,0.44
2008-10-30,0.44
2008-10-31,0.45
2008-11-03,0.43
2008-11-04,0.42
2008-11-05,0.42
2008-11-06,0.42
2008-11-07,0.42
2008-11-10,0.4
2008-11-11,0.38
2008-11-12,0.38
2008-11-13,0.36
2008-11-14,0.36
2008-11-17,0.34
2008-11-18,0.35
2008-11-19,0.3
2008-11-20,0.32
2008-11-21,0.33
2008-11-24,0.3
2008-11-25,0.31
2008-11-26,0.31
2008-11-28,0.32
2008-12-01,0.32
2008-12-02,0.32
2008-12-03,0.31
2008-12-04,0.31
2008-12-05,0.3
2008-12-08,0.32
2008-12-09,0.31
2008-12-10,0.3
2008-12-11,0.3
2008-12-12,0.29
2008-12-15,0.3
2008-12-16,0.3
2008-12-17,0.3
2008-12-18,0.3
2008-12-19,0.28
2008-12-22,0.3
2008-12-23,0.3
2008-12-24,0.32
2008-12-26,0.32
2008-12-29,0.33
2008-12-30,0.32
2008-12-31,0.32
2009-01-02,0.33
2009-01-05,0.33
2009-01-06,0.34
2009-01-07,0.34
2009-01-08,0.37
2009-01-09,0.38
2009-01-12,0.36
2009-01-13,0.38
2009-01-14,0.37
2009-01-15,0.36
2009-01-16,0.37
2009-01-20,0.36
2009-01-21,0.36
2009-01-22,0.37
2009-01-23,0.35
2009-01-26,0.36
2009-01-27,0.36
2009-01-28,0.36
2009-01-29,0.35
2009-01-30,0.34
2009-02-02,0.36
2009-02-03,0.36
2009-02-04,0.36
2009-02-05,0.37
2009-02-06,0.38
2009-02-09,0.37
2009-02-10,0.36
2009-02-11,0.35
2009-02-12,0.35
2009-02-13,0.35
2009-02-17,0.35
2009-02-18,0.35
2009-02-19,0.35
2009-02-20,0.36
2009-02-23,0.36
2009-02-24,0.36
2009-02-25,0.35
2009-02-26,0.34
2009-02-27,0.35
2009-03-02,0.32
2009-03-03,0.34
2009-03-04,0.32
2009-03-05,0.32
2009-03-06,0.32
2009-03-09,0.31
2009-03-10,0.32
2009-03-11,0.32
2009-03-12,0.33
2009-03-13,0.32
2009-03-16,0.35
2009-03-17,0.34
2009-03-18,0.34
2009-03-19,0.33
2009-03-20,0.34
2009-03-23,0.35
2009-03-24,0.34
2009-03-25,0.33
2009-03-26,0.34
2009-03-27,0.34
2009-03-30,0.34
2009-03-31,0.34
2009-04-01,0.34
2009-04-02,0.34
2009-04-03,0.35
2009-04-06,0.34
2009-04-07,0.34
2009-04-08,0.33
2009-04-09,0.36
2009-04-13,0.34
2009-04-14,0.35
2009-04-15,0.35
2009-04-16,0.36
2009-04-17,0.38
2009-04-20,0.38
2009-04-21,0.38
2009-04-22,0.37
2009-04-23,0.46
2009-04-24,0.44
2009-04-27,0.42
2009-04-28,0.44
2009-04-29,0.45
2009-04-30,0.43
2009-05-01,0.42
2009-05-04,0.43
2009-05-05,0.44
2009-05-06,0.45
2009-05-07,0.45
2009-05-08,0.46
2009-05-11,0.48
2009-05-12,0.46
2009-05-13,0.44
2009-05-14,0.46
2009-05-15,0.44
2009-05-18,0.45
2009-05-19,0.46
2009-05-20,0.46
2009-05-21,0.45
2009-05-22,0.44
2009-05-26,0.44
2009-05-27,0.5
2009-05-28,0.5
2009-05-29,0.5
2009-06-01,0.54
2009-06-02,0.53
2009-06-03,0.52
2009-06-04,0.54
2009-06-05,0.52
2009-06-08,0.5
2009-06-09,0.55
2009-06-10,0.52
2009-06-11,0.59
2009-06-12,0.56
2009-06-15,0.6
2009-06-16,0.62
2009-06-17,0.58
2009-06-18,0.58
2009-06-19,0.56
2009-06-22,0.53
2009-06-23,0.51
2009-06-24,0.51
2009-06-25,0.52
2009-06-26,0.58
2009-06-29,0.53
2009-06-30,0.54
2009-07-01,0.53
2009-07-02,0.52
2009-07-06,0.52
2009-07-07,0.54
2009-07-08,0.54
2009-07-09,0.52
2009-07-10,0.5
2009-07-13,0.51
2009-07-14,0.52
2009-07-15,0.54
2009-07-16,0.56
2009-07-17,0.56
2009-07-20,0.56
2009-07-21,0.55
2009-07-22,0.56
2009-07-23,0.56
2009-07-24,0.53
2009-07-27,0.54
2009-07-28,0.54
2009-07-29,0.53
2009-07-30,0.52
2009-07-31,0.52
2009-08-03,0.52
2009-08-04,0.51
2009-08-05,0.52
2009-08-06,0.52
2009-08-07,0.54
2009-08-10,0.5
2009-08-11,0.52
2009-08-12,0.53
2009-08-13,0.54
2009-08-14,0.54
2009-08-17,0.53
2009-08-18,0.54
2009-08-19,0.54
2009-08-20,0.52
2009-08-21,0.52
2009-08-24,0.52
2009-08-25,0.52
2009-08-26,0.53
2009-08-27,0.55
2009-08-28,0.56
2009-08-31,0.56
2009-09-01,0.55
2009-09-02,0.54
2009-09-03,0.54
2009-09-04,0.54
2009-09-08,0.56
2009-09-09,0.6
2009-09-10,0.58
2009-09-11,0.58
2009-09-14,0.58
2009-09-15,0.58
2009-09-16,0.6
2009-09-17,0.62
2009-09-18,0.68
2009-09-21,0.66
2009-09-22,0.7
2009-09-23,0.69
2009-09-24,0.62
2009-09-25,0.62
2009-09-28,0.63
2009-09-29,0.64
2009-09-30,0.62
2009-10-01,0.62
2009-10-02,0.6
2009-10-05,0.58
2009-10-06,0.6
2009-10-07,0.6
2009-10-08,0.62
2009-10-09,0.62
2009-10-12,0.59
2009-10-13,0.59
2009-10-14,0.59
2009-10-15,0.59
2009-10-16,0.6
2009-10-19,0.6
2009-10-20,0.62
2009-10-21,0.64
2009-10-22,0.6
2009-10-23,0.6
2009-10-26,0.58
2009-10-27,0.58
2009-10-28,0.58
2009-10-29,0.56
2009-10-30,0.56
2009-11-02,0.57
2009-11-03,0.59
2009-11-04,0.58
2009-11-05,0.53
2009-11-06,0.54
2009-11-09,0.55
2009-11-10,0.53
2009-11-11,0.56
2009-11-12,0.56
2009-11-13,0.56
2009-11-16,0.56
2009-11-17,0.55
2009-11-18,0.55
2009-11-19,0.56
2009-11-20,0.56
2009-11-23,0.54
2009-11-24,0.56
2009-11-25,0.58
2009-11-27,0.58
2009-11-30,0.58
2009-12-01,0.58
2009-12-02,0.61
2009-12-03,0.6
2009-12-04,0.62
2009-12-07,0.62
2009-12-08,0.58
2009-12-09,0.57
2009-12-10,0.6
2009-12-11,0.61
2009-12-14,0.6
2009-12-15,0.58
2009-12-16,0.58
2009-12-17,0.58
2009-12-18,0.6
2009-12-21,0.62
2009-12-22,0.62
2009-12-23,0.6
2009-12-24,0.58
2009-12-28,0.59
2009-12-29,0.6
2009-12-30,0.58
2009-12-31,0.6
2010-01-04,0.58
2010-01-05,0.59
2010-01-06,0.6
2010-01-07,0.62
2010-01-08,0.62
2010-01-11,0.62
2010-01-12,0.6
2010-01-13,0.6
2010-01-14,0.62
2010-01-15,0.62
2010-01-19,0.6
2010-01-20,0.62
2010-01-21,0.6
2010-01-22,0.6
2010-01-25,0.59
2010-01-26,0.6
2010-01-27,0.58
2010-01-28,0.58
2010-01-29,0.58
2010-02-01,0.59
2010-02-02,0.6
2010-02-03,0.6
2010-02-04,0.62
2010-02-05,0.6
2010-02-08,0.6
2010-02-09,0.6
2010-02-10,0.6
2010-02-11,0.59
2010-02-12,0.58
2010-02-16,0.58
2010-02-17,0.58
2010-02-18,0.59
2010-02-19,0.59
2010-02-22,0.61
2010-02-23,0.59
2010-02-24,0.6
2010-02-25,0.6
2010-02-26,0.6
2010-03-01,0.62
2010-03-02,0.62
2010-03-03,0.62
2010-03-04,0.63
2010-03-05,0.64
2010-03-08,0.64
2010-03-09,0.6
2010-03-10,0.64
2010-03-11,0.66
2010-03-12,0.64
2010-03-15,0.68
2010-03-16,0.73
2010-03-17,0.72
2010-03-18,0.69
2010-03-19,0.7
2010-03-22,0.7
2010-03-23,0.68
2010-03-24,0.65
2010-03-25,0.78
2010-03-26,0.75
2010-03-29,0.74
2010-03-30,0.73
2010-03-31,0.72
2010-04-05,0.73
2010-04-06,0.75
2010-04-07,0.74
2010-04-08,0.74
2010-04-09,0.72
2010-04-12,0.7
2010-04-13,0.68
2010-04-14,0.7
2010-04-15,0.71
2010-04-16,0.69
2010-04-19,0.71
2010-04-20,0.71
2010-04-21,0.71
2010-04-22,0.74
2010-04-23,0.77
2010-04-26,0.78
2010-04-27,0.74
2010-04-28,0.74
2010-04-29,0.74
2010-04-30,0.73
2010-05-03,0.76
2010-05-04,0.75
2010-05-05,0.76
2010-05-06,0.75
2010-05-07,0.74
2010-05-10,0.74
2010-05-11,0.75
2010-05-12,0.76
2010-05-13,0.74
2010-05-14,0.7
2010-05-17,0.72
2010-05-18,0.66
2010-05-19,0.68
2010-05-20,0.7
2010-05-21,0.68
2010-05-24,0.69
2010-05-25,0.7
2010-05-26,0.7
2010-05-27,0.71
2010-05-28,0.68
2010-06-01,0.68
2010-06-02,0.72
2010-06-03,0.7
2010-06-04,0.7
2010-06-07,0.68
2010-06-08,0.66
2010-06-09,0.7
2010-06-10,0.71
2010-06-11,0.7
2010-06-14,0.7
2010-06-15,0.7
2010-06-16,0.72
2010-06-17,0.72
2010-06-18,0.72
2010-06-21,0.7
2010-06-22,0.72
2010-06-23,0.74
2010-06-24,0.72
2010-06-25,0.72
2010-06-28,0.72
2010-06-29,0.72
2010-06-30,0.7
2010-07-01,0.74
2010-07-02,0.76
2010-07-06,0.74
2010-07-07,0.74
2010-07-08,0.73
2010-07-09,0.73
2010-07-12,0.74
2010-07-13,0.78
2010-07-14,0.78
2010-07-15,0.77
2010-07-16,0.76
2010-07-19,0.72
2010-07-20,0.72
2010-07-21,0.72
2010-07-22,0.78
2010-07-23,0.8
2010-07-26,0.9
2010-07-27,0.9
2010-07-28,0.92
2010-07-29,0.9
2010-07-30,0.9
2010-08-02,0.9
2010-08-03,0.92
2010-08-04,0.88
2010-08-05,0.92
2010-08-06,0.94
2010-08-09,0.96
2010-08-10,0.96
2010-08-11,0.9
2010-08-12,0.84
2010-08-13,0.85
2010-08-16,0.82
2010-08-17,0.88
2010-08-18,0.92
2010-08-19,0.92
2010-08-20,0.88
2010-08-23,0.89
2010-08-24,0.83
2010-08-25,0.83
2010-08-26,0.82
2010-08-27,0.83
2010-08-30,3.96
2010-08-31,4.16
2010-09-01,4.2
2010-09-02,4.06
2010-09-03,4.11
2010-09-07,4
2010-09-08,4
2010-09-09,4.05
2010-09-10,4.13
2010-09-13,4.16
2010-09-14,4.09
2010-09-15,4.11
2010-09-16,4.07
2010-09-17,4
2010-09-20,4.08
2010-09-21,4.06
2010-09-22,4.02
2010-09-23,4.02
2010-09-24,4.1
2010-09-27,4.14
2010-09-28,4.05
2010-09-29,4.08
2010-09-30,4.11
2010-10-01,4.16
2010-10-04,4.37
2010-10-05,4.6
2010-10-06,4.7
2010-10-07,4.59
2010-10-08,4.68
2010-10-12,4.66
2010-10-13,4.66
2010-10-14,4.66
2010-10-15,4.66
2010-10-18,4.6
2010-10-19,4.4
2010-10-20,4.46
2010-10-21,4.4
2010-10-22,5.01
2010-10-25,5.28
2010-10-26,5.3
2010-10-27,5.36
2010-10-28,5.34
2010-10-29,5.5
2010-11-01,5.5
2010-11-02,5.5
2010-11-03,5.62
2010-11-04,5.55
2010-11-05,5.5
2010-11-08,5.47
2010-11-09,5.38
2010-11-10,5.88
2010-11-11,5.57
2010-11-12,5.52
2010-11-15,5.53
2010-11-16,5.08
2010-11-17,4.88
2010-11-18,5.22
2010-11-19,5.16
2010-11-22,5.2
2010-11-23,5.02
2010-11-24,5.19
2010-11-26,5.15
2010-11-29,5.22
2010-11-30,5.18
2010-12-01,5.44
2010-12-02,5.64
2010-12-03,5.53
2010-12-06,6.4
2010-12-07,6.1
2010-12-08,6.06
2010-12-09,6.11
2010-12-10,6.37
2010-12-13,6.9
2010-12-14,6.54
2010-12-15,6.62
2010-12-16,7.1
2010-12-17,6.91
2010-12-20,7.1
2010-12-21,7.15
2010-12-22,7.04
2010-12-23,6.88
2010-12-27,6.95
2010-12-28,6.88
2010-12-29,6.98
2010-12-30,6.88
2010-12-31,7.84
2011-01-03,8.75
2011-01-04,8.32
2011-01-05,8.56
2011-01-06,8.46
2011-01-07,8.66
2011-01-10,8.83
2011-01-11,9.08
2011-01-12,9.79
2011-01-13,9.5
2011-01-14,9.62
2011-01-18,9.92
2011-01-19,8.75
2011-01-20,8.46
2011-01-21,8.38
2011-01-24,8.51
2011-01-25,8.08
2011-01-26,8.57
2011-01-27,8.61
2011-01-28,8.99
2011-01-31,9.28
2011-02-01,9.49
2011-02-02,9.74
2011-02-03,7.5
2011-02-04,7.75
2011-02-07,7.75
2011-02-08,7.34
2011-02-09,7.22
2011-02-10,7.1
2011-02-11,7.05
2011-02-14,6.7
2011-02-15,6.6
2011-02-16,6.44
2011-02-17,6.5
2011-02-18,6.68
2011-02-22,6.32
2011-02-23,6.48
2011-02-24,6.54
2011-02-25,6.74
2011-02-28,6.72
2011-03-01,6.46
2011-03-02,6.31
2011-03-03,6.5
2011-03-04,6.91
2011-03-07,6.45
2011-03-08,6.51
2011-03-09,6.09
2011-03-10,5.5
2011-03-11,5.41
2011-03-14,5.25
2011-03-15,5
2011-03-16,5.16
2011-03-17,5.14
2011-03-18,5.14
2011-03-21,5.28
2011-03-22,5.18
2011-03-23,5.72
2011-03-24,5.5
2011-03-25,5.6
2011-03-28,5.52
2011-03-29,5.58
2011-03-30,5.55
2011-03-31,5.58
2011-04-01,5.23
2011-04-04,5.26
2011-04-05,5.23
2011-04-06,5.16
2011-04-07,5.17
2011-04-08,5.28
2011-04-11,5.16
2011-04-12,4.82
2011-04-13,4.67
2011-04-14,4.82
2011-04-15,4.8
2011-04-18,4.68
2011-04-19,4.73
2011-04-20,4.9
2011-04-21,5.44
2011-04-25,5.36
2011-04-26,5
2011-04-27,5.08
2011-04-28,5
2011-04-29,4.99
2011-05-02,4.86
2011-05-03,4.78
2011-05-04,4.82
2011-05-05,4.78
2011-05-06,4.72
2011-05-09,4.77
2011-05-10,5.04
2011-05-11,5
2011-05-12,4.86
2011-05-13,4.72
2011-05-16,4.61
2011-05-17,4.36
2011-05-18,4.37
2011-05-19,4.34
2011-05-20,4.28
2011-05-23,4.34
2011-05-24,4.38
2011-05-25,4.42
2011-05-26,4.46
2011-05-27,4.57
2011-05-31,4.68
2011-06-01,4.57
2011-06-02,4.54
2011-06-03,4.47
2011-06-06,4.15
2011-06-07,4.16
2011-06-08,4.15
2011-06-09,4.14
2011-06-10,4.18
2011-06-13,4.17
2011-06-14,4.2
2011-06-15,4.18
2011-06-16,4.04
2011-06-17,4
2011-06-20,3.84
2011-06-21,3.96
2011-06-22,3.98
2011-06-23,4
2011-06-24,3.98
2011-06-27,4
2011-06-28,4.12
2011-06-29,4.2
2011-06-30,4.23
2011-07-01,4.31
2011-07-05,4.4
2011-07-06,4.34
2011-07-07,4.6
2011-07-08,4.51
2011-07-11,4.38
2011-07-12,4.28
2011-07-13,4.1
2011-07-14,3.92
2011-07-15,4.04
2011-07-18,4.02
2011-07-19,4.14
2011-07-20,4.08
2011-07-21,4.16
2011-07-22,4.3
2011-07-25,4.16
2011-07-26,4.42
2011-07-27,4.3
2011-07-28,4.18
2011-07-29,4.06
2011-08-01,4.08
2011-08-02,4.1
2011-08-03,4.22
2011-08-04,4.06
2011-08-05,4.08
2011-08-08,3.92
2011-08-09,4.09
2011-08-10,3.95
2011-08-11,4.09
2011-08-12,4.1
2011-08-15,4.18
2011-08-16,4.1
2011-08-17,3.96
2011-08-18,3.82
2011-08-19,3.68
2011-08-22,3.65
2011-08-23,3.8
2011-08-24,3.79
2011-08-25,3.68
2011-08-26,3.77
2011-08-29,3.94
2011-08-30,3.95
2011-08-31,3.99
2011-09-01,4
2011-09-02,4.02
2011-09-06,3.9
2011-09-07,3.97
2011-09-08,3.97
2011-09-09,3.87
2011-09-12,3.92
2011-09-13,3.9
2011-09-14,4
2011-09-15,4.03
2011-09-16,4
2011-09-19,3.98
2011-09-20,3.9
2011-09-21,3.95
2011-09-22,3.76
2011-09-23,3.82
2011-09-26,3.79
2011-09-27,3.8
2011-09-28,3.66
2011-09-29,3.6
2011-09-30,3.57
2011-10-03,3.54
2011-10-04,3.55
2011-10-05,3.72
2011-10-06,3.75
2011-10-07,3.6
2011-10-10,3.68
2011-10-11,3.64
2011-10-12,3.7
2011-10-13,3.7
2011-10-14,3.72
2011-10-17,3.72
2011-10-18,3.72
2011-10-19,3.8
2011-10-20,3.81
2011-10-21,3.75
2011-10-24,3.78
2011-10-25,3.82
2011-10-26,4.14
2011-10-27,4.04
2011-10-28,4.04
2011-10-31,3.96
2011-11-01,3.88
2011-11-02,3.98
2011-11-03,4.03
2011-11-04,4.29
2011-11-07,4.29
2011-11-08,4.29
2011-11-09,4.28
2011-11-10,4.21
2011-11-11,4.28
2011-11-14,4.28
2011-11-15,4.38
2011-11-16,4.42
2011-11-17,4.4
2011-11-18,4.38
2011-11-21,4.32
2011-11-22,4.32
2011-11-23,4.2
2011-11-25,4.2
2011-11-28,4.3
2011-11-29,4.16
2011-11-30,3.86
2011-12-01,3.86
2011-12-02,3.9
2011-12-05,3.85
2011-12-06,3.87
2011-12-07,3.96
2011-12-08,3.9
2011-12-09,3.85
2011-12-12,3.99
2011-12-13,3.91
2011-12-14,3.9
2011-12-15,3.94
2011-12-16,3.9
2011-12-19,3.89
2011-12-20,3.94
2011-12-21,3.95
2011-12-22,3.97
2011-12-23,3.96
2011-12-27,3.88
2011-12-28,3.94
2011-12-29,3.92
2011-12-30,3.83
2012-01-03,3.88
2012-01-04,3.9
2012-01-05,3.96
2012-01-06,3.95
2012-01-09,3.98
2012-01-10,4
2012-01-11,4.06
2012-01-12,4.16
2012-01-13,4
2012-01-17,4.04
2012-01-18,4.06
2012-01-19,4.22
2012-01-20,4.31
2012-01-23,4.26
2012-01-24,4.23
2012-01-25,4.25
2012-01-26,4.15
2012-01-27,4.05
2012-01-30,4.19
2012-01-31,4.11
