"Index","ATML.Close"
2007-07-06,5.71
2007-07-09,5.75
2007-07-10,5.74
2007-07-11,5.65
2007-07-12,5.84
2007-07-13,5.95
2007-07-16,5.9
2007-07-17,5.99
2007-07-18,5.95
2007-07-19,5.85
2007-07-20,5.81
2007-07-23,5.75
2007-07-24,5.64
2007-07-25,5.69
2007-07-26,5.53
2007-07-27,5.38
2007-07-30,5.5
2007-07-31,5.39
2007-08-01,5.3
2007-08-02,5.18
2007-08-03,4.99
2007-08-06,4.92
2007-08-07,4.7
2007-08-08,4.74
2007-08-09,4.55
2007-08-10,4.95
2007-08-13,4.88
2007-08-14,4.86
2007-08-15,4.74
2007-08-16,4.56
2007-08-17,4.74
2007-08-20,4.86
2007-08-21,5.09
2007-08-22,5.11
2007-08-23,5.09
2007-08-24,5.05
2007-08-27,5.29
2007-08-28,5.2
2007-08-29,5.26
2007-08-30,5.22
2007-08-31,5.3
2007-09-04,5.34
2007-09-05,5.27
2007-09-06,5.4
2007-09-07,5.16
2007-09-10,5.24
2007-09-11,5.21
2007-09-12,5.14
2007-09-13,5.05
2007-09-14,5.09
2007-09-17,5.05
2007-09-18,5.17
2007-09-19,5.19
2007-09-20,5.13
2007-09-21,5.19
2007-09-24,5.14
2007-09-25,5.17
2007-09-26,5.14
2007-09-27,5.15
2007-09-28,5.16
2007-10-01,5.2
2007-10-02,5.12
2007-10-03,5.12
2007-10-04,5.09
2007-10-05,5.12
2007-10-08,5.18
2007-10-09,5.25
2007-10-10,5.51
2007-10-11,5.61
2007-10-12,5.65
2007-10-15,5.62
2007-10-16,5.53
2007-10-17,5.53
2007-10-18,5.53
2007-10-19,5.2
2007-10-22,5.16
2007-10-23,5.16
2007-10-24,5.05
2007-10-25,4.95
2007-10-26,4.93
2007-10-29,5
2007-10-30,4.92
2007-10-31,4.89
2007-11-01,4.81
2007-11-02,4.86
2007-11-05,4.87
2007-11-06,4.74
2007-11-07,4.64
2007-11-08,4.65
2007-11-09,4.73
2007-11-12,4.57
2007-11-13,4.74
2007-11-14,4.64
2007-11-15,4.68
2007-11-16,4.75
2007-11-19,4.72
2007-11-20,4.58
2007-11-21,4.49
2007-11-23,4.52
2007-11-26,4.31
2007-11-27,4.47
2007-11-28,4.49
2007-11-29,4.4
2007-11-30,4.39
2007-12-03,4.44
2007-12-04,4.34
2007-12-05,4.43
2007-12-06,4.55
2007-12-07,4.55
2007-12-10,4.6
2007-12-11,4.43
2007-12-12,4.47
2007-12-13,4.5
2007-12-14,4.5
2007-12-17,4.35
2007-12-18,4.35
2007-12-19,4.35
2007-12-20,4.47
2007-12-21,4.54
2007-12-24,4.49
2007-12-26,4.54
2007-12-27,4.41
2007-12-28,4.41
2007-12-31,4.32
2008-01-02,4.32
2008-01-03,4.23
2008-01-04,4.19
2008-01-07,4.02
2008-01-08,3.88
2008-01-09,3.74
2008-01-10,3.81
2008-01-11,3.55
2008-01-14,3.63
2008-01-15,3.41
2008-01-16,3.38
2008-01-17,3.23
2008-01-18,3.09
2008-01-22,3.02
2008-01-23,2.99
2008-01-24,3
2008-01-25,3.06
2008-01-28,3.04
2008-01-29,3.02
2008-01-30,3.09
2008-01-31,3.16
2008-02-01,3.27
2008-02-04,3.41
2008-02-05,3.16
2008-02-06,3.2
2008-02-07,3.36
2008-02-08,3.42
2008-02-11,3.48
2008-02-12,3.56
2008-02-13,3.69
2008-02-14,3.42
2008-02-15,3.32
2008-02-19,3.34
2008-02-20,3.44
2008-02-21,3.44
2008-02-22,3.33
2008-02-25,3.41
2008-02-26,3.48
2008-02-27,3.59
2008-02-28,3.45
2008-02-29,3.25
2008-03-03,3.28
2008-03-04,3.25
2008-03-05,3.24
2008-03-06,3.26
2008-03-07,3.17
2008-03-10,3.16
2008-03-11,3.42
2008-03-12,3.42
2008-03-13,3.49
2008-03-14,3.47
2008-03-17,3.27
2008-03-18,3.42
2008-03-19,3.25
2008-03-20,3.41
2008-03-24,3.36
2008-03-25,3.49
2008-03-26,3.46
2008-03-27,3.46
2008-03-28,3.39
2008-03-31,3.48
2008-04-01,3.44
2008-04-02,3.46
2008-04-03,3.53
2008-04-04,3.51
2008-04-07,3.49
2008-04-08,3.49
2008-04-09,3.46
2008-04-10,3.5
2008-04-11,3.31
2008-04-14,3.21
2008-04-15,3.24
2008-04-16,3.31
2008-04-17,3.23
2008-04-18,3.22
2008-04-21,3.24
2008-04-22,3.26
2008-04-23,3.38
2008-04-24,3.51
2008-04-25,3.58
2008-04-28,3.62
2008-04-29,3.75
2008-04-30,3.72
2008-05-01,4.13
2008-05-02,4.18
2008-05-05,4.08
2008-05-06,4.07
2008-05-07,4.01
2008-05-08,4.04
2008-05-09,4.01
2008-05-12,4.01
2008-05-13,4.11
2008-05-14,4.29
2008-05-15,4.37
2008-05-16,4.29
2008-05-19,4.18
2008-05-20,4.23
2008-05-21,4.21
2008-05-22,4.35
2008-05-23,4.19
2008-05-27,4.26
2008-05-28,4.47
2008-05-29,4.37
2008-05-30,4.47
2008-06-02,4.34
2008-06-03,4.28
2008-06-04,4.29
2008-06-05,4.47
2008-06-06,4.24
2008-06-09,4.22
2008-06-10,4
2008-06-11,3.86
2008-06-12,3.89
2008-06-13,3.92
2008-06-16,4.01
2008-06-17,4.06
2008-06-18,3.82
2008-06-19,3.97
2008-06-20,3.86
2008-06-23,3.74
2008-06-24,3.76
2008-06-25,3.79
2008-06-26,3.6
2008-06-27,3.62
2008-06-30,3.48
2008-07-01,3.36
2008-07-02,3.49
2008-07-03,3.52
2008-07-07,3.6
2008-07-08,3.57
2008-07-09,3.27
2008-07-10,3.34
2008-07-11,3.44
2008-07-14,3.43
2008-07-15,3.32
2008-07-16,3.33
2008-07-17,3.27
2008-07-18,3.19
2008-07-21,3.36
2008-07-22,3.37
2008-07-23,3.43
2008-07-24,3.43
2008-07-25,3.55
2008-07-28,3.4
2008-07-29,3.55
2008-07-30,3.4
2008-07-31,3.53
2008-08-01,3.59
2008-08-04,3.73
2008-08-05,3.95
2008-08-06,4.07
2008-08-07,4.17
2008-08-08,4.24
2008-08-11,4.27
2008-08-12,4.17
2008-08-13,4.16
2008-08-14,4.16
2008-08-15,4.2
2008-08-18,4.06
2008-08-19,4.01
2008-08-20,4.08
2008-08-21,4.06
2008-08-22,4.05
2008-08-25,4.02
2008-08-26,4.13
2008-08-27,4.16
2008-08-28,4.34
2008-08-29,4.19
2008-09-02,4.11
2008-09-03,4.15
2008-09-04,3.96
2008-09-05,4.02
2008-09-08,3.99
2008-09-09,3.94
2008-09-10,3.92
2008-09-11,3.95
2008-09-12,4.08
2008-09-15,3.97
2008-09-16,3.92
2008-09-17,3.73
2008-09-18,3.8
2008-09-19,3.83
2008-09-22,3.63
2008-09-23,3.69
2008-09-24,3.67
2008-09-25,3.64
2008-09-26,3.81
2008-09-29,3.43
2008-09-30,3.39
2008-10-01,3.28
2008-10-02,4.4
2008-10-03,3.98
2008-10-06,3.79
2008-10-07,3.79
2008-10-08,4.12
2008-10-09,3.78
2008-10-10,3.75
2008-10-13,4.06
2008-10-14,4
2008-10-15,3.59
2008-10-16,3.79
2008-10-17,3.91
2008-10-20,3.92
2008-10-21,3.83
2008-10-22,3.51
2008-10-23,3.33
2008-10-24,3.36
2008-10-27,3.52
2008-10-28,3.97
2008-10-29,3.53
2008-10-30,4
2008-10-31,4.15
2008-11-03,4.16
2008-11-04,4.37
2008-11-05,4.41
2008-11-06,4.5
2008-11-07,4.55
2008-11-10,4.36
2008-11-11,4.27
2008-11-12,4.13
2008-11-13,4.27
2008-11-14,3.99
2008-11-17,3.99
2008-11-18,3.83
2008-11-19,3.48
2008-11-20,3.19
2008-11-21,3.24
2008-11-24,3.2
2008-11-25,2.89
2008-11-26,2.98
2008-11-28,2.8
2008-12-01,2.54
2008-12-02,2.77
2008-12-03,2.95
2008-12-04,2.78
2008-12-05,2.9
2008-12-08,2.92
2008-12-09,2.74
2008-12-10,2.8
2008-12-11,3.06
2008-12-12,3.37
2008-12-15,3.16
2008-12-16,3.15
2008-12-17,3.22
2008-12-18,3.06
2008-12-19,3.13
2008-12-22,3.05
2008-12-23,2.91
2008-12-24,2.91
2008-12-26,2.9
2008-12-29,2.87
2008-12-30,3.01
2008-12-31,3.13
2009-01-02,3.21
2009-01-05,3.05
2009-01-06,3.16
2009-01-07,3.13
2009-01-08,3.23
2009-01-09,3.04
2009-01-12,2.98
2009-01-13,3.21
2009-01-14,3.11
2009-01-15,3.25
2009-01-16,3.47
2009-01-20,3.31
2009-01-21,3.39
2009-01-22,3.36
2009-01-23,3.44
2009-01-26,3.48
2009-01-27,3.44
2009-01-28,3.5
2009-01-29,3.4
2009-01-30,3.34
2009-02-02,3.39
2009-02-03,3.51
2009-02-04,3.48
2009-02-05,3.73
2009-02-06,3.89
2009-02-09,3.9
2009-02-10,3.69
2009-02-11,3.59
2009-02-12,3.73
2009-02-13,3.7
2009-02-17,3.55
2009-02-18,3.53
2009-02-19,3.33
2009-02-20,3.38
2009-02-23,3.18
2009-02-24,3.46
2009-02-25,3.49
2009-02-26,3.45
2009-02-27,3.57
2009-03-02,3.31
2009-03-03,3.28
2009-03-04,3.35
2009-03-05,3.3
2009-03-06,3.11
2009-03-09,3.08
2009-03-10,3.44
2009-03-11,3.65
2009-03-12,3.73
2009-03-13,3.69
2009-03-16,3.49
2009-03-17,3.59
2009-03-18,3.7
2009-03-19,3.81
2009-03-20,3.79
2009-03-23,3.92
2009-03-24,3.78
2009-03-25,3.63
2009-03-26,3.8
2009-03-27,3.77
2009-03-30,3.66
2009-03-31,3.63
2009-04-01,3.8
2009-04-02,3.84
2009-04-03,3.8
2009-04-06,3.76
2009-04-07,3.59
2009-04-08,3.67
2009-04-09,3.76
2009-04-13,3.66
2009-04-14,3.72
2009-04-15,3.67
2009-04-16,3.95
2009-04-17,3.76
2009-04-20,3.58
2009-04-21,3.58
2009-04-22,3.72
2009-04-23,3.84
2009-04-24,3.79
2009-04-27,3.71
2009-04-28,3.93
2009-04-29,3.93
2009-04-30,3.84
2009-05-01,3.8
2009-05-04,4.04
2009-05-05,4.09
2009-05-06,3.73
2009-05-07,3.64
2009-05-08,3.62
2009-05-11,3.48
2009-05-12,3.37
2009-05-13,3.29
2009-05-14,3.85
2009-05-15,3.59
2009-05-18,3.75
2009-05-19,3.78
2009-05-20,3.84
2009-05-21,3.68
2009-05-22,3.61
2009-05-26,3.8
2009-05-27,3.72
2009-05-28,3.91
2009-05-29,3.81
2009-06-01,4
2009-06-02,3.87
2009-06-03,3.86
2009-06-04,3.98
2009-06-05,3.86
2009-06-08,3.98
2009-06-09,4.29
2009-06-10,4.24
2009-06-11,4.18
2009-06-12,4.06
2009-06-15,3.93
2009-06-16,3.84
2009-06-17,3.86
2009-06-18,3.81
2009-06-19,3.78
2009-06-22,3.63
2009-06-23,3.41
2009-06-24,3.54
2009-06-25,3.62
2009-06-26,3.77
2009-06-29,3.75
2009-06-30,3.73
2009-07-01,3.76
2009-07-02,3.79
2009-07-06,3.75
2009-07-07,3.66
2009-07-08,3.69
2009-07-09,3.72
2009-07-10,3.73
2009-07-13,3.92
2009-07-14,3.91
2009-07-15,4.1
2009-07-16,4.04
2009-07-17,4.11
2009-07-20,4.07
2009-07-21,4.1
2009-07-22,4.15
2009-07-23,4.16
2009-07-24,4.18
2009-07-27,4.12
2009-07-28,4.14
2009-07-29,4.24
2009-07-30,4.17
2009-07-31,4.17
2009-08-03,4.32
2009-08-04,3.99
2009-08-05,3.96
2009-08-06,3.92
2009-08-07,3.97
2009-08-10,3.97
2009-08-11,3.88
2009-08-12,3.91
2009-08-13,4.03
2009-08-14,3.96
2009-08-17,3.86
2009-08-18,3.94
2009-08-19,3.9
2009-08-20,3.96
2009-08-21,4.05
2009-08-24,3.96
2009-08-25,3.98
2009-08-26,3.95
2009-08-27,4.06
2009-08-28,4.23
2009-08-31,4.13
2009-09-01,4.11
2009-09-02,4.18
2009-09-03,4.39
2009-09-04,4.39
2009-09-08,4.37
2009-09-09,4.4
2009-09-10,4.43
2009-09-11,4.31
2009-09-14,4.35
2009-09-15,4.43
2009-09-16,4.3
2009-09-17,4.09
2009-09-18,4.05
2009-09-21,4.02
2009-09-22,4.16
2009-09-23,4.09
2009-09-24,4.03
2009-09-25,4.26
2009-09-28,4.27
2009-09-29,4.2
2009-09-30,4.19
2009-10-01,4.04
2009-10-02,4.06
2009-10-05,4.07
2009-10-06,4.04
2009-10-07,4.1
2009-10-08,4.06
2009-10-09,4.17
2009-10-12,4.29
2009-10-13,4.26
2009-10-14,4.31
2009-10-15,4.3
2009-10-16,4.09
2009-10-19,4.33
2009-10-20,4.26
2009-10-21,4.13
2009-10-22,4.17
2009-10-23,4.05
2009-10-26,4.09
2009-10-27,3.98
2009-10-28,3.84
2009-10-29,3.88
2009-10-30,3.72
2009-11-02,3.68
2009-11-03,3.7
2009-11-04,3.79
2009-11-05,3.91
2009-11-06,3.9
2009-11-09,3.97
2009-11-10,3.94
2009-11-11,4
2009-11-12,4
2009-11-13,4.06
2009-11-16,4.13
2009-11-17,4.2
2009-11-18,4.15
2009-11-19,4.01
2009-11-20,3.98
2009-11-23,4.02
2009-11-24,3.99
2009-11-25,3.99
2009-11-27,3.94
2009-11-30,3.97
2009-12-01,4.03
2009-12-02,4.12
2009-12-03,4.12
2009-12-04,4.15
2009-12-07,4.21
2009-12-08,4.18
2009-12-09,4.17
2009-12-10,4.11
2009-12-11,4.21
2009-12-14,4.2
2009-12-15,4.23
2009-12-16,4.34
2009-12-17,4.27
2009-12-18,4.36
2009-12-21,4.48
2009-12-22,4.66
2009-12-23,4.67
2009-12-24,4.76
2009-12-28,4.68
2009-12-29,4.63
2009-12-30,4.62
2009-12-31,4.61
2010-01-04,4.84
2010-01-05,4.97
2010-01-06,5.13
2010-01-07,5.19
2010-01-08,5.28
2010-01-11,5.05
2010-01-12,4.94
2010-01-13,5.14
2010-01-14,5.13
2010-01-15,5.05
2010-01-19,5.14
2010-01-20,5.26
2010-01-21,5.29
2010-01-22,4.98
2010-01-25,5.06
2010-01-26,5.04
2010-01-27,5.07
2010-01-28,4.76
2010-01-29,4.64
2010-02-01,4.81
2010-02-02,4.86
2010-02-03,4.97
2010-02-04,4.7
2010-02-05,4.81
2010-02-08,4.8
2010-02-09,4.33
2010-02-10,4.65
2010-02-11,4.7
2010-02-12,4.67
2010-02-16,4.77
2010-02-17,4.82
2010-02-18,4.91
2010-02-19,4.92
2010-02-22,4.87
2010-02-23,4.73
2010-02-24,4.75
2010-02-25,4.66
2010-02-26,4.51
2010-03-01,4.67
2010-03-02,5.02
2010-03-03,4.98
2010-03-04,5.04
2010-03-05,5.07
2010-03-08,5.1
2010-03-09,5.06
2010-03-10,5.2
2010-03-11,5.14
2010-03-12,5.14
2010-03-15,5.02
2010-03-16,5.15
2010-03-17,5.23
2010-03-18,5.14
2010-03-19,5.11
2010-03-22,5.17
2010-03-23,5.26
2010-03-24,5.04
2010-03-25,5.01
2010-03-26,4.93
2010-03-29,5
2010-03-30,5.01
2010-03-31,5.04
2010-04-05,5.23
2010-04-06,5.2
2010-04-07,5.24
2010-04-08,5.14
2010-04-09,5.29
2010-04-12,5.34
2010-04-13,5.39
2010-04-14,5.75
2010-04-15,5.95
2010-04-16,5.96
2010-04-19,5.8
2010-04-20,5.77
2010-04-21,5.73
2010-04-22,5.83
2010-04-23,5.73
2010-04-26,5.72
2010-04-27,5.48
2010-04-28,5.59
2010-04-29,5.74
2010-04-30,5.45
2010-05-03,5.42
2010-05-04,5.37
2010-05-05,5.77
2010-05-06,5.49
2010-05-07,5.23
2010-05-10,5.49
2010-05-11,5.6
2010-05-12,5.73
2010-05-13,5.57
2010-05-14,5.41
2010-05-17,5.56
2010-05-18,5.27
2010-05-19,5.27
2010-05-20,5.02
2010-05-21,5.06
2010-05-24,4.97
2010-05-25,4.97
2010-05-26,4.96
2010-05-27,5.24
2010-05-28,5.1
2010-06-01,5
2010-06-02,5.07
2010-06-03,5.16
2010-06-04,5
2010-06-07,4.69
2010-06-08,4.67
2010-06-09,4.73
2010-06-10,4.92
2010-06-11,4.98
2010-06-14,5.02
2010-06-15,5.2
2010-06-16,5.27
2010-06-17,5.33
2010-06-18,5.26
2010-06-21,5.11
2010-06-22,5.06
2010-06-23,5.15
2010-06-24,5.06
2010-06-25,5.16
2010-06-28,5.13
2010-06-29,4.96
2010-06-30,4.8
2010-07-01,4.74
2010-07-02,4.6
2010-07-06,4.57
2010-07-07,4.82
2010-07-08,4.85
2010-07-09,4.99
2010-07-12,5.03
2010-07-13,5.21
2010-07-14,5.21
2010-07-15,5.22
2010-07-16,5.04
2010-07-19,5.18
2010-07-20,5.16
2010-07-21,5.1
2010-07-22,5.26
2010-07-23,5.35
2010-07-26,5.49
2010-07-27,5.42
2010-07-28,5.29
2010-07-29,5.19
2010-07-30,5.23
2010-08-02,5.33
2010-08-03,5.14
2010-08-04,5.19
2010-08-05,6.16
2010-08-06,6.08
2010-08-09,6.1
2010-08-10,6.15
2010-08-11,5.96
2010-08-12,5.8
2010-08-13,5.75
2010-08-16,5.71
2010-08-17,5.74
2010-08-18,5.78
2010-08-19,5.71
2010-08-20,5.73
2010-08-23,5.66
2010-08-24,5.72
2010-08-25,5.74
2010-08-26,5.84
2010-08-27,5.95
2010-08-30,5.79
2010-08-31,5.8
2010-09-01,5.94
2010-09-02,6.11
2010-09-03,6.35
2010-09-07,6.33
2010-09-08,6.58
2010-09-09,6.59
2010-09-10,6.5
2010-09-13,6.94
2010-09-14,6.91
2010-09-15,6.99
2010-09-16,7.12
2010-09-17,7.11
2010-09-20,7.25
2010-09-21,7.31
2010-09-22,7.28
2010-09-23,7.49
2010-09-24,7.76
2010-09-27,7.92
2010-09-28,8.12
2010-09-29,8.07
2010-09-30,7.96
2010-10-01,7.88
2010-10-04,7.98
2010-10-05,8.4
2010-10-06,8.12
2010-10-07,8.19
2010-10-08,8.27
2010-10-11,8.52
2010-10-12,8.54
2010-10-13,8.64
2010-10-14,8.26
2010-10-15,8.39
2010-10-18,8.35
2010-10-19,8.15
2010-10-20,8.23
2010-10-21,7.94
2010-10-22,8.15
2010-10-25,8.23
2010-10-26,8.43
2010-10-27,8.63
2010-10-28,8.64
2010-10-29,8.86
2010-11-01,8.82
2010-11-02,8.76
2010-11-03,8.85
2010-11-04,8.93
2010-11-05,10.28
2010-11-08,10.46
2010-11-09,10.14
2010-11-10,10.17
2010-11-11,10.18
2010-11-12,9.92
2010-11-15,10.01
2010-11-16,9.56
2010-11-17,9.82
2010-11-18,10.22
2010-11-19,10.11
2010-11-22,10.4
2010-11-23,10.43
2010-11-24,10.9
2010-11-26,10.64
2010-11-29,10.79
2010-11-30,10.39
2010-12-01,10.75
2010-12-02,11.47
2010-12-03,11.7
2010-12-06,11.72
2010-12-07,11.6
2010-12-08,11.66
2010-12-09,11.93
2010-12-10,12.41
2010-12-13,12.29
2010-12-14,11.65
2010-12-15,11.82
2010-12-16,12.28
2010-12-17,12.3
2010-12-20,12.11
2010-12-21,12.19
2010-12-22,12.2
2010-12-23,12.11
2010-12-27,12.35
2010-12-28,12.28
2010-12-29,12.18
2010-12-30,12.27
2010-12-31,12.32
2011-01-03,12.63
2011-01-04,12.75
2011-01-05,12.89
2011-01-06,13.08
2011-01-07,13.49
2011-01-10,13.58
2011-01-11,13.79
2011-01-12,13.79
2011-01-13,13.79
2011-01-14,13.91
2011-01-18,13.87
2011-01-19,13.98
2011-01-20,13.41
2011-01-21,13.64
2011-01-24,13.96
2011-01-25,13.66
2011-01-26,13.81
2011-01-27,14.21
2011-01-28,13.86
2011-01-31,13.54
2011-02-01,14.24
2011-02-02,14.72
2011-02-03,14.87
2011-02-04,14.92
2011-02-07,14.65
2011-02-08,14.66
2011-02-09,16.1
2011-02-10,16.09
2011-02-11,16.12
2011-02-14,16.31
2011-02-15,15.92
2011-02-16,15.71
2011-02-17,15.59
2011-02-18,15.69
2011-02-22,14.87
2011-02-23,14.27
2011-02-24,14.65
2011-02-25,14.96
2011-02-28,14.68
2011-03-01,14.26
2011-03-02,14.33
2011-03-03,14.59
2011-03-04,14.15
2011-03-07,13.12
2011-03-08,13.08
2011-03-09,12.52
2011-03-10,11.86
2011-03-11,12.09
2011-03-14,11.6
2011-03-15,11.73
2011-03-16,11.51
2011-03-17,11.3
2011-03-18,11.38
2011-03-21,12.29
2011-03-22,12.27
2011-03-23,12.41
2011-03-24,13.23
2011-03-25,13.3
2011-03-28,13.12
2011-03-29,13.54
2011-03-30,13.41
2011-03-31,13.63
2011-04-01,13.15
2011-04-04,13.14
2011-04-05,13.39
2011-04-06,13.27
2011-04-07,13.15
2011-04-08,13.6
2011-04-11,13.11
2011-04-12,12.44
2011-04-13,13.01
2011-04-14,13.09
2011-04-15,13.35
2011-04-18,12.97
2011-04-19,13.33
2011-04-20,14.21
2011-04-21,14.85
2011-04-25,14.72
2011-04-26,15.18
2011-04-27,15.2
2011-04-28,15.04
2011-04-29,15.3
2011-05-02,15.03
2011-05-03,14.7
2011-05-04,14.75
2011-05-05,14.43
2011-05-06,14.89
2011-05-09,15.2
2011-05-10,15.28
2011-05-11,14.94
2011-05-12,15.17
2011-05-13,14.99
2011-05-16,14.37
2011-05-17,14
2011-05-18,14.51
2011-05-19,14.62
2011-05-20,14.32
2011-05-23,14
2011-05-24,14.08
2011-05-25,14.45
2011-05-26,14.35
2011-05-27,14.9
2011-05-31,15.02
2011-06-01,14.62
2011-06-02,14.78
2011-06-03,14.3
2011-06-06,14.16
2011-06-07,14.32
2011-06-08,13.69
2011-06-09,13.73
2011-06-10,13.62
2011-06-13,13.32
2011-06-14,13.67
2011-06-15,13.33
2011-06-16,12.82
2011-06-17,12.56
2011-06-20,12.64
2011-06-21,13.04
2011-06-22,12.98
2011-06-23,13.41
2011-06-24,13.06
2011-06-27,13.06
2011-06-28,13.54
2011-06-29,13.65
2011-06-30,14.07
2011-07-01,14.32
2011-07-05,14.48
2011-07-06,14.31
2011-07-07,14.62
2011-07-08,14.45
2011-07-11,13.88
2011-07-12,13.09
2011-07-13,13
2011-07-14,12.74
2011-07-15,12.9
2011-07-18,12.56
2011-07-19,12.86
2011-07-20,12.68
2011-07-21,12.83
2011-07-22,13.36
2011-07-25,13.07
2011-07-26,12.83
2011-07-27,12.21
2011-07-28,12.21
2011-07-29,12.1
2011-08-01,12.24
2011-08-02,11.78
2011-08-03,11.89
2011-08-04,9.97
2011-08-05,9.84
2011-08-08,9.26
2011-08-09,9.55
2011-08-10,9.65
2011-08-11,10.2
2011-08-12,10.07
2011-08-15,10.37
2011-08-16,9.87
2011-08-17,9.83
2011-08-18,8.93
2011-08-19,8.99
2011-08-22,9.04
2011-08-23,9.44
2011-08-24,9.51
2011-08-25,8.7
2011-08-26,9.01
2011-08-29,9.2
2011-08-30,9.15
2011-08-31,9.11
2011-09-01,8.85
2011-09-02,8.56
2011-09-06,8.29
2011-09-07,8.88
2011-09-08,8.73
2011-09-09,8.69
2011-09-12,9.05
2011-09-13,9.43
2011-09-14,9.86
2011-09-15,10.17
2011-09-16,10.53
2011-09-19,10.29
2011-09-20,10.08
2011-09-21,9.71
2011-09-22,9.16
2011-09-23,9.31
2011-09-26,9.38
2011-09-27,9.48
2011-09-28,8.73
2011-09-29,8.32
2011-09-30,8.07
2011-10-03,7.45
2011-10-04,7.98
2011-10-05,8.29
2011-10-06,8.55
2011-10-07,8.55
2011-10-10,8.83
2011-10-11,9.17
2011-10-12,9.4
2011-10-13,9.94
2011-10-14,10.19
2011-10-17,9.93
2011-10-18,10.46
2011-10-19,10.23
2011-10-20,10.21
2011-10-21,10.52
2011-10-24,11.13
2011-10-25,11.01
2011-10-26,10.98
2011-10-27,11.29
2011-10-28,11.15
2011-10-31,10.56
2011-11-01,10.29
2011-11-02,10.18
2011-11-03,10.44
2011-11-04,10.55
2011-11-07,10.44
2011-11-08,10.17
2011-11-09,9.55
2011-11-10,9.55
2011-11-11,10.22
2011-11-14,10.1
2011-11-15,10.31
2011-11-16,9.98
2011-11-17,9.41
2011-11-18,9.11
2011-11-21,8.85
2011-11-22,8.82
2011-11-23,8.44
2011-11-25,8.31
2011-11-28,8.75
2011-11-29,8.67
2011-11-30,8.87
2011-12-01,8.84
2011-12-02,9.06
2011-12-05,9.17
2011-12-06,9.19
2011-12-07,9.03
2011-12-08,8.77
2011-12-09,8.94
2011-12-12,8.58
2011-12-13,8.2
2011-12-14,8.03
2011-12-15,8.13
2011-12-16,8.07
2011-12-19,7.78
2011-12-20,8.12
2011-12-21,7.82
2011-12-22,8.13
2011-12-23,8.25
2011-12-27,8.27
2011-12-28,8.1
2011-12-29,8.15
2011-12-30,8.1
2012-01-03,8.5
2012-01-04,8.26
2012-01-05,8.65
2012-01-06,9.04
2012-01-09,9.36
2012-01-10,8.99
2012-01-11,8.9
2012-01-12,8.95
2012-01-13,8.52
2012-01-17,8.54
2012-01-18,9.23
2012-01-19,9.84
2012-01-20,10.15
2012-01-23,10
