"Index","ARIA.Close"
2007-06-28,5.49
2007-06-29,5.49
2007-07-02,5.66
2007-07-03,5.7
2007-07-05,5.62
2007-07-06,5.94
2007-07-09,6.06
2007-07-10,5.98
2007-07-11,6.05
2007-07-12,5.77
2007-07-13,5.57
2007-07-16,5.16
2007-07-17,5.38
2007-07-18,5.23
2007-07-19,5.31
2007-07-20,5.12
2007-07-23,4.87
2007-07-24,4.67
2007-07-25,4.65
2007-07-26,4.65
2007-07-27,4.5
2007-07-30,4.37
2007-07-31,4.39
2007-08-01,4.32
2007-08-02,4.25
2007-08-03,4.12
2007-08-06,4.05
2007-08-07,3.97
2007-08-08,4.27
2007-08-09,4.45
2007-08-10,4.79
2007-08-13,4.5
2007-08-14,4.34
2007-08-15,4.35
2007-08-16,4.5
2007-08-17,4.63
2007-08-20,4.64
2007-08-21,4.63
2007-08-22,4.7
2007-08-23,4.61
2007-08-24,4.74
2007-08-27,4.64
2007-08-28,4.46
2007-08-29,4.75
2007-08-30,4.82
2007-08-31,4.97
2007-09-04,5.05
2007-09-05,4.95
2007-09-06,4.87
2007-09-07,4.73
2007-09-10,4.95
2007-09-11,4.99
2007-09-12,4.92
2007-09-13,4.82
2007-09-14,4.78
2007-09-17,4.66
2007-09-18,4.72
2007-09-19,4.84
2007-09-20,4.78
2007-09-21,4.88
2007-09-24,4.99
2007-09-25,4.96
2007-09-26,4.85
2007-09-27,4.9
2007-09-28,4.63
2007-10-01,4.83
2007-10-02,4.79
2007-10-03,4.76
2007-10-04,4.76
2007-10-05,4.86
2007-10-08,4.95
2007-10-09,5.11
2007-10-10,5.13
2007-10-11,5.06
2007-10-12,5.12
2007-10-15,5.07
2007-10-16,4.97
2007-10-17,5.05
2007-10-18,5.03
2007-10-19,4.93
2007-10-22,5.03
2007-10-23,5.07
2007-10-24,5.07
2007-10-25,5.05
2007-10-26,5.1
2007-10-29,5.08
2007-10-30,5.04
2007-10-31,5.1
2007-11-01,4.89
2007-11-02,5.04
2007-11-05,4.94
2007-11-06,5.08
2007-11-07,4.98
2007-11-08,4.87
2007-11-09,4.84
2007-11-12,4.78
2007-11-13,4.82
2007-11-14,4.87
2007-11-15,4.73
2007-11-16,4.8
2007-11-19,4.58
2007-11-20,4.54
2007-11-21,4.35
2007-11-23,4.36
2007-11-26,4.37
2007-11-27,4.39
2007-11-28,4.34
2007-11-29,4.43
2007-11-30,4.5
2007-12-03,4.39
2007-12-04,4.4
2007-12-05,4.51
2007-12-06,4.87
2007-12-07,4.69
2007-12-10,4.63
2007-12-11,4.32
2007-12-12,4.34
2007-12-13,4.42
2007-12-14,4.25
2007-12-17,4.21
2007-12-18,4.3
2007-12-19,4.24
2007-12-20,4.32
2007-12-21,4.51
2007-12-24,4.46
2007-12-26,4.37
2007-12-27,4.24
2007-12-28,4.25
2007-12-31,4.25
2008-01-02,4.25
2008-01-03,4.26
2008-01-04,4.25
2008-01-07,4.42
2008-01-08,4.36
2008-01-09,4.46
2008-01-10,4.41
2008-01-11,4.29
2008-01-14,4.19
2008-01-15,4.08
2008-01-16,4.08
2008-01-17,4.04
2008-01-18,3.89
2008-01-22,3.85
2008-01-23,3.87
2008-01-24,3.63
2008-01-25,3.55
2008-01-28,3.58
2008-01-29,3.65
2008-01-30,3.61
2008-01-31,3.43
2008-02-01,3.47
2008-02-04,3.45
2008-02-05,3.32
2008-02-06,3.25
2008-02-07,3.34
2008-02-08,3.18
2008-02-11,3.25
2008-02-12,3.36
2008-02-13,3.47
2008-02-14,3.34
2008-02-15,3.24
2008-02-19,3.29
2008-02-20,3.37
2008-02-21,3.24
2008-02-22,3.23
2008-02-25,3.33
2008-02-26,3.4
2008-02-27,3.39
2008-02-28,3.51
2008-02-29,3.35
2008-03-03,3.3
2008-03-04,3.25
2008-03-05,3.27
2008-03-06,3.19
2008-03-07,3.27
2008-03-10,2.72
2008-03-11,2.78
2008-03-12,2.78
2008-03-13,2.93
2008-03-14,2.83
2008-03-17,2.8
2008-03-18,3.05
2008-03-19,3.05
2008-03-20,3.02
2008-03-24,3.24
2008-03-25,3.37
2008-03-26,3.23
2008-03-27,3.44
2008-03-28,3.26
2008-03-31,3.37
2008-04-01,3.55
2008-04-02,3.64
2008-04-03,3.56
2008-04-04,3.57
2008-04-07,3.61
2008-04-08,3.63
2008-04-09,3.51
2008-04-10,3.62
2008-04-11,3.53
2008-04-14,3.36
2008-04-15,3.08
2008-04-16,3.32
2008-04-17,3.24
2008-04-18,3.18
2008-04-21,3.24
2008-04-22,3.09
2008-04-23,3.15
2008-04-24,3.13
2008-04-25,3.07
2008-04-28,3.06
2008-04-29,3.1
2008-04-30,2.96
2008-05-01,2.98
2008-05-02,2.93
2008-05-05,2.89
2008-05-06,2.82
2008-05-07,2.67
2008-05-08,2.69
2008-05-09,2.66
2008-05-12,2.67
2008-05-13,2.7
2008-05-14,2.57
2008-05-15,2.5
2008-05-16,2.57
2008-05-19,2.63
2008-05-20,2.59
2008-05-21,2.46
2008-05-22,2.5
2008-05-23,2.49
2008-05-27,2.49
2008-05-28,2.45
2008-05-29,2.48
2008-05-30,2.58
2008-06-02,2.74
2008-06-03,2.73
2008-06-04,2.59
2008-06-05,2.64
2008-06-06,2.57
2008-06-09,2.48
2008-06-10,2.49
2008-06-11,2.4
2008-06-12,2.39
2008-06-13,2.39
2008-06-16,2.61
2008-06-17,2.58
2008-06-18,2.55
2008-06-19,2.55
2008-06-20,2.6
2008-06-23,2.48
2008-06-24,2.46
2008-06-25,2.51
2008-06-26,2.46
2008-06-27,2.42
2008-06-30,2.4
2008-07-01,2.29
2008-07-02,2.25
2008-07-03,2.31
2008-07-07,2.26
2008-07-08,2.44
2008-07-09,2.32
2008-07-10,2.38
2008-07-11,2.47
2008-07-14,2.27
2008-07-15,2.24
2008-07-16,2.42
2008-07-17,2.48
2008-07-18,2.4
2008-07-21,2.58
2008-07-22,2.74
2008-07-23,2.8
2008-07-24,2.89
2008-07-25,3.09
2008-07-28,3.07
2008-07-29,3.11
2008-07-30,3.14
2008-07-31,3.27
2008-08-01,3.13
2008-08-04,3.1
2008-08-05,2.97
2008-08-06,3.13
2008-08-07,2.83
2008-08-08,3.17
2008-08-11,3.3
2008-08-12,3.32
2008-08-13,3.42
2008-08-14,3.45
2008-08-15,3.42
2008-08-18,3.26
2008-08-19,3.2
2008-08-20,3.24
2008-08-21,3.11
2008-08-22,3.22
2008-08-25,3.04
2008-08-26,2.99
2008-08-27,3.18
2008-08-28,3.19
2008-08-29,3.11
2008-09-02,3.09
2008-09-03,3.17
2008-09-04,2.93
2008-09-05,3.08
2008-09-08,3.19
2008-09-09,3.02
2008-09-10,3.09
2008-09-11,3.08
2008-09-12,3.01
2008-09-15,2.86
2008-09-16,2.95
2008-09-17,2.75
2008-09-18,2.98
2008-09-19,2.97
2008-09-22,2.79
2008-09-23,2.61
2008-09-24,2.6
2008-09-25,2.68
2008-09-26,2.73
2008-09-29,2.58
2008-09-30,2.47
2008-10-01,2.31
2008-10-02,2.08
2008-10-03,1.94
2008-10-06,1.98
2008-10-07,1.64
2008-10-08,1.56
2008-10-09,1.42
2008-10-10,1.35
2008-10-13,2.08
2008-10-14,2
2008-10-15,1.5
2008-10-16,1.88
2008-10-17,1.86
2008-10-20,2.15
2008-10-21,2.1
2008-10-22,1.99
2008-10-23,1.99
2008-10-24,1.89
2008-10-27,1.52
2008-10-28,1.62
2008-10-29,1.94
2008-10-30,1.98
2008-10-31,1.99
2008-11-03,1.88
2008-11-04,1.89
2008-11-05,1.67
2008-11-06,1.62
2008-11-07,1.68
2008-11-10,1.63
2008-11-11,1.52
2008-11-12,1.39
2008-11-13,1.64
2008-11-14,1.4
2008-11-17,1.46
2008-11-18,1.39
2008-11-19,1.43
2008-11-20,1.38
2008-11-21,1.27
2008-11-24,1.36
2008-11-25,1.23
2008-11-26,1.37
2008-11-28,1.33
2008-12-01,1.1
2008-12-02,1.29
2008-12-03,1.35
2008-12-04,1.2
2008-12-05,1.29
2008-12-08,1.26
2008-12-09,1.21
2008-12-10,1.28
2008-12-11,1.19
2008-12-12,1.33
2008-12-15,1.18
2008-12-16,1.18
2008-12-17,1.18
2008-12-18,1.13
2008-12-19,1.18
2008-12-22,1.06
2008-12-23,1.05
2008-12-24,1.02
2008-12-26,0.95
2008-12-29,0.87
2008-12-30,0.82
2008-12-31,0.85
2009-01-02,0.91
2009-01-05,0.98
2009-01-06,1.19
2009-01-07,1.18
2009-01-08,1.21
2009-01-09,1.15
2009-01-12,1.2
2009-01-13,1.22
2009-01-14,1.19
2009-01-15,1.23
2009-01-16,1.27
2009-01-20,1.18
2009-01-21,1.45
2009-01-22,1.44
2009-01-23,1.52
2009-01-26,1.69
2009-01-27,1.8
2009-01-28,1.93
2009-01-29,1.85
2009-01-30,1.67
2009-02-02,2.06
2009-02-03,2.15
2009-02-04,2.37
2009-02-05,2.68
2009-02-06,2.86
2009-02-09,2.53
2009-02-10,2.26
2009-02-11,2.39
2009-02-12,2.51
2009-02-13,2.54
2009-02-17,2.33
2009-02-18,1.98
2009-02-19,1.69
2009-02-20,1.48
2009-02-23,1.22
2009-02-24,1.34
2009-02-25,1.18
2009-02-26,1.12
2009-02-27,1.11
2009-03-02,0.98
2009-03-03,1.24
2009-03-04,1.28
2009-03-05,1.1
2009-03-06,1.2
2009-03-09,1.2
2009-03-10,1.3
2009-03-11,1.21
2009-03-12,1.34
2009-03-13,1.33
2009-03-16,1.24
2009-03-17,1.28
2009-03-18,1.3
2009-03-19,1.32
2009-03-20,1.25
2009-03-23,1.39
2009-03-24,1.31
2009-03-25,1.3
2009-03-26,1.4
2009-03-27,1.36
2009-03-30,1.48
2009-03-31,1.19
2009-04-01,1.36
2009-04-02,1.39
2009-04-03,1.35
2009-04-06,1.33
2009-04-07,1.35
2009-04-08,1.36
2009-04-09,1.43
2009-04-13,1.4
2009-04-14,1.33
2009-04-15,1.4
2009-04-16,1.48
2009-04-17,1.48
2009-04-20,1.45
2009-04-21,1.48
2009-04-22,1.5
2009-04-23,1.48
2009-04-24,1.52
2009-04-27,1.41
2009-04-28,1.47
2009-04-29,1.51
2009-04-30,1.5
2009-05-01,1.49
2009-05-04,1.53
2009-05-05,1.53
2009-05-06,1.45
2009-05-07,1.31
2009-05-08,1.32
2009-05-11,1.35
2009-05-12,1.31
2009-05-13,1.3
2009-05-14,1.35
2009-05-15,1.39
2009-05-18,1.49
2009-05-19,1.51
2009-05-20,1.46
2009-05-21,1.36
2009-05-22,1.39
2009-05-26,1.42
2009-05-27,1.42
2009-05-28,1.43
2009-05-29,1.5
2009-06-01,1.5
2009-06-02,1.48
2009-06-03,1.51
2009-06-04,1.68
2009-06-05,1.66
2009-06-08,1.83
2009-06-09,1.78
2009-06-10,1.78
2009-06-11,1.88
2009-06-12,1.86
2009-06-15,1.76
2009-06-16,1.78
2009-06-17,1.73
2009-06-18,1.76
2009-06-19,1.7
2009-06-22,1.57
2009-06-23,1.6
2009-06-24,1.6
2009-06-25,1.7
2009-06-26,1.66
2009-06-29,1.6
2009-06-30,1.6
2009-07-01,1.59
2009-07-02,1.56
2009-07-06,1.53
2009-07-07,1.51
2009-07-08,1.5
2009-07-09,1.5
2009-07-10,1.54
2009-07-13,1.57
2009-07-14,1.58
2009-07-15,1.66
2009-07-16,1.62
2009-07-17,1.59
2009-07-20,1.57
2009-07-21,1.6
2009-07-22,1.58
2009-07-23,1.72
2009-07-24,1.73
2009-07-27,2.45
2009-07-28,2.8
2009-07-29,2.35
2009-07-30,2.33
2009-07-31,1.93
2009-08-03,1.99
2009-08-04,1.89
2009-08-05,2
2009-08-06,1.87
2009-08-07,1.9
2009-08-10,1.88
2009-08-11,1.8
2009-08-12,1.8
2009-08-13,1.8
2009-08-14,1.95
2009-08-17,2.09
2009-08-18,2.23
2009-08-19,2.07
2009-08-20,2.06
2009-08-21,2.12
2009-08-24,2.21
2009-08-25,2.16
2009-08-26,2.21
2009-08-27,2.2
2009-08-28,2.21
2009-08-31,2.19
2009-09-01,2.35
2009-09-02,2.27
2009-09-03,2.26
2009-09-04,2.35
2009-09-08,2.56
2009-09-09,2.56
2009-09-10,2.63
2009-09-11,2.62
2009-09-14,2.75
2009-09-15,2.54
2009-09-16,2.55
2009-09-17,2.5
2009-09-18,2.51
2009-09-21,2.48
2009-09-22,2.33
2009-09-23,2.26
2009-09-24,2.21
2009-09-25,2.19
2009-09-28,2.24
2009-09-29,2.25
2009-09-30,2.21
2009-10-01,2.08
2009-10-02,2.03
2009-10-05,2.08
2009-10-06,2.09
2009-10-07,2.06
2009-10-08,2.07
2009-10-09,2.02
2009-10-12,2.05
2009-10-13,2.04
2009-10-14,2.11
2009-10-15,2.2
2009-10-16,2.2
2009-10-19,2.15
2009-10-20,2.1
2009-10-21,2.05
2009-10-22,2.09
2009-10-23,2.02
2009-10-26,1.88
2009-10-27,1.9
2009-10-28,1.77
2009-10-29,1.93
2009-10-30,1.8
2009-11-02,1.82
2009-11-03,1.91
2009-11-04,1.87
2009-11-05,1.98
2009-11-06,2.17
2009-11-09,2.43
2009-11-10,2.52
2009-11-11,2.41
2009-11-12,2.43
2009-11-13,2.42
2009-11-16,2.36
2009-11-17,2.35
2009-11-18,2.27
2009-11-19,2.19
2009-11-20,2.16
2009-11-23,2.22
2009-11-24,2.27
2009-11-25,2.29
2009-11-27,2.2
2009-11-30,2.26
2009-12-01,2.3
2009-12-02,2.44
2009-12-03,2.51
2009-12-04,2.44
2009-12-07,2.47
2009-12-08,2.62
2009-12-09,2.56
2009-12-10,2.39
2009-12-11,2.36
2009-12-14,2.35
2009-12-15,2.27
2009-12-16,2.2
2009-12-17,2.13
2009-12-18,2.04
2009-12-21,2
2009-12-22,2.01
2009-12-23,2.08
2009-12-24,2.07
2009-12-28,2.03
2009-12-29,2.07
2009-12-30,2.15
2009-12-31,2.28
2010-01-04,2.4
2010-01-05,2.34
2010-01-06,2.32
2010-01-07,2.41
2010-01-08,2.45
2010-01-11,2.41
2010-01-12,2.36
2010-01-13,2.41
2010-01-14,2.43
2010-01-15,2.38
2010-01-19,2.37
2010-01-20,2.33
2010-01-21,2.23
2010-01-22,2.2
2010-01-25,2.15
2010-01-26,2.16
2010-01-27,2.22
2010-01-28,2.15
2010-01-29,2.21
2010-02-01,2.29
2010-02-02,2.24
2010-02-03,2.25
2010-02-04,2.14
2010-02-05,2.15
2010-02-08,2.23
2010-02-09,2.35
2010-02-10,2.39
2010-02-11,2.45
2010-02-12,2.5
2010-02-16,2.54
2010-02-17,2.52
2010-02-18,2.54
2010-02-19,2.54
2010-02-22,2.47
2010-02-23,2.47
2010-02-24,2.45
2010-02-25,2.4
2010-02-26,2.54
2010-03-01,2.77
2010-03-02,2.79
2010-03-03,2.83
2010-03-04,2.78
2010-03-05,2.81
2010-03-08,2.91
2010-03-09,2.96
2010-03-10,3.03
2010-03-11,3.13
2010-03-12,3.23
2010-03-15,3.32
2010-03-16,3.48
2010-03-17,3.65
2010-03-18,3.17
2010-03-19,3.19
2010-03-22,3.28
2010-03-23,3.7
2010-03-24,3.61
2010-03-25,3.39
2010-03-26,3.44
2010-03-29,3.46
2010-03-30,3.38
2010-03-31,3.4
2010-04-05,3.58
2010-04-06,3.46
2010-04-07,3.41
2010-04-08,3.43
2010-04-09,3.42
2010-04-12,3.56
2010-04-13,3.56
2010-04-14,3.72
2010-04-15,3.87
2010-04-16,3.75
2010-04-19,3.74
2010-04-20,3.82
2010-04-21,3.73
2010-04-22,3.72
2010-04-23,3.69
2010-04-26,3.67
2010-04-27,3.48
2010-04-28,3.56
2010-04-29,3.62
2010-04-30,3.52
2010-05-03,3.77
2010-05-04,3.81
2010-05-05,4.03
2010-05-06,3.68
2010-05-07,3.45
2010-05-10,3.71
2010-05-11,4.03
2010-05-12,4.25
2010-05-13,4.25
2010-05-14,4.17
2010-05-17,4.12
2010-05-18,4.07
2010-05-19,4.02
2010-05-20,3.72
2010-05-21,3.77
2010-05-24,3.92
2010-05-25,3.58
2010-05-26,3.48
2010-05-27,3.8
2010-05-28,3.84
2010-06-01,3.55
2010-06-02,3.74
2010-06-03,3.75
2010-06-04,3.52
2010-06-07,3.29
2010-06-08,3.18
2010-06-09,3.2
2010-06-10,3.4
2010-06-11,3.44
2010-06-14,3.41
2010-06-15,3.5
2010-06-16,3.44
2010-06-17,3.46
2010-06-18,3.39
2010-06-21,3.35
2010-06-22,3.27
2010-06-23,3.16
2010-06-24,3.25
2010-06-25,3.35
2010-06-28,3.17
2010-06-29,2.86
2010-06-30,2.82
2010-07-01,2.75
2010-07-02,2.68
2010-07-06,2.63
2010-07-07,2.75
2010-07-08,2.76
2010-07-09,2.89
2010-07-12,2.73
2010-07-13,2.88
2010-07-14,2.83
2010-07-15,2.99
2010-07-16,2.94
2010-07-19,3.05
2010-07-20,3.1
2010-07-21,3.08
2010-07-22,3.15
2010-07-23,3.21
2010-07-26,3.31
2010-07-27,3.29
2010-07-28,3.2
2010-07-29,3.22
2010-07-30,3.2
2010-08-02,3.2
2010-08-03,3.22
2010-08-04,3.38
2010-08-05,3.39
2010-08-06,3.4
2010-08-09,3.46
2010-08-10,3.42
2010-08-11,3.21
2010-08-12,3.24
2010-08-13,3.2
2010-08-16,3.27
2010-08-17,3.33
2010-08-18,3.45
2010-08-19,3.49
2010-08-20,3.49
2010-08-23,3.41
2010-08-24,3.33
2010-08-25,3.42
2010-08-26,3.24
2010-08-27,3.29
2010-08-30,3.48
2010-08-31,3.5
2010-09-01,3.55
2010-09-02,3.55
2010-09-03,3.57
2010-09-07,3.43
2010-09-08,3.52
2010-09-09,3.56
2010-09-10,3.69
2010-09-13,3.66
2010-09-14,3.75
2010-09-15,3.72
2010-09-16,3.68
2010-09-17,3.67
2010-09-20,3.74
2010-09-21,3.67
2010-09-22,3.61
2010-09-23,3.47
2010-09-24,3.55
2010-09-27,3.51
2010-09-28,3.6
2010-09-29,3.75
2010-09-30,3.82
2010-10-01,3.89
2010-10-04,3.8
2010-10-05,3.85
2010-10-06,3.85
2010-10-07,3.87
2010-10-08,3.91
2010-10-11,3.86
2010-10-12,3.93
2010-10-13,3.91
2010-10-14,3.94
2010-10-15,3.91
2010-10-18,3.95
2010-10-19,3.94
2010-10-20,3.85
2010-10-21,3.85
2010-10-22,3.94
2010-10-25,4.1
2010-10-26,3.71
2010-10-27,3.71
2010-10-28,3.68
2010-10-29,3.68
2010-11-01,3.65
2010-11-02,3.7
2010-11-03,3.73
2010-11-04,3.75
2010-11-05,3.76
2010-11-08,3.71
2010-11-09,3.69
2010-11-10,3.67
2010-11-11,3.71
2010-11-12,3.63
2010-11-15,3.66
2010-11-16,3.61
2010-11-17,3.57
2010-11-18,3.66
2010-11-19,3.7
2010-11-22,3.75
2010-11-23,3.83
2010-11-24,3.9
2010-11-26,3.95
2010-11-29,3.95
2010-11-30,4.03
2010-12-01,4.2
2010-12-02,4.17
2010-12-03,4.1
2010-12-06,4.39
2010-12-07,4.46
2010-12-08,4.53
2010-12-09,4.53
2010-12-10,4.43
2010-12-13,4.45
2010-12-14,4.49
2010-12-15,4.42
2010-12-16,4.66
2010-12-17,4.57
2010-12-20,5.15
2010-12-21,5.2
2010-12-22,5.21
2010-12-23,5.24
2010-12-27,5.26
2010-12-28,5.22
2010-12-29,5.24
2010-12-30,5.18
2010-12-31,5.1
2011-01-03,5.11
2011-01-04,5.1
2011-01-05,5.23
2011-01-06,5.23
2011-01-07,5.24
2011-01-10,5.24
2011-01-11,5.44
2011-01-12,5.3
2011-01-13,5.08
2011-01-14,5.25
2011-01-18,7.04
2011-01-19,6.27
2011-01-20,6.36
2011-01-21,6.4
2011-01-24,6.68
2011-01-25,6.57
2011-01-26,6.69
2011-01-27,6.63
2011-01-28,6.31
2011-01-31,6.38
2011-02-01,6.53
2011-02-02,6.41
2011-02-03,6.53
2011-02-04,6.34
2011-02-07,6.46
2011-02-08,6.54
2011-02-09,6.45
2011-02-10,6.34
2011-02-11,6.34
2011-02-14,6.38
2011-02-15,6.37
2011-02-16,6.27
2011-02-17,6.01
2011-02-18,5.8
2011-02-22,5.78
2011-02-23,5.8
2011-02-24,5.83
2011-02-25,6.08
2011-02-28,6.01
2011-03-01,5.7
2011-03-02,5.83
2011-03-03,5.93
2011-03-04,5.93
2011-03-07,5.91
2011-03-08,6
2011-03-09,5.92
2011-03-10,5.72
2011-03-11,5.71
2011-03-14,5.78
2011-03-15,5.78
2011-03-16,5.62
2011-03-17,5.88
2011-03-18,6.4
2011-03-21,6.49
2011-03-22,6.39
2011-03-23,6.35
2011-03-24,6.91
2011-03-25,6.94
2011-03-28,7.21
2011-03-29,7.49
2011-03-30,7.58
2011-03-31,7.52
2011-04-01,7.82
2011-04-04,7.97
2011-04-05,8.36
2011-04-06,8.26
2011-04-07,7.91
2011-04-08,8.08
2011-04-11,7.76
2011-04-12,7.77
2011-04-13,7.89
2011-04-14,7.88
2011-04-15,8.03
2011-04-18,7.86
2011-04-19,7.85
2011-04-20,8.19
2011-04-21,8.41
2011-04-25,8.14
2011-04-26,8.19
2011-04-27,8.3
2011-04-28,8.5
2011-04-29,8.55
2011-05-02,8.62
2011-05-03,8.4
2011-05-04,8.1
2011-05-05,8.49
2011-05-06,8.85
2011-05-09,9.19
2011-05-10,9.28
2011-05-11,9.04
2011-05-12,9.2
2011-05-13,8.96
2011-05-16,8.97
2011-05-17,9.13
2011-05-18,9.21
2011-05-19,9.02
2011-05-20,8.76
2011-05-23,8.82
2011-05-24,8.23
2011-05-25,8.37
2011-05-26,8.4
2011-05-27,8.81
2011-05-31,8.68
2011-06-01,8.18
2011-06-02,8.35
2011-06-03,7.89
2011-06-06,7.91
2011-06-07,8.65
2011-06-08,9.04
2011-06-09,9.5
2011-06-10,9.56
2011-06-13,9.64
2011-06-14,9.75
2011-06-15,9.72
2011-06-16,9.5
2011-06-17,9.32
2011-06-20,9.97
2011-06-21,10.26
2011-06-22,10.2
2011-06-23,10.42
2011-06-24,10.63
2011-06-27,10.95
2011-06-28,11.25
2011-06-29,11.86
2011-06-30,11.33
2011-07-01,11.54
2011-07-05,11.9
2011-07-06,11.98
2011-07-07,11.98
2011-07-08,12.16
2011-07-11,12.2
2011-07-12,12.12
2011-07-13,12.24
2011-07-14,12.18
2011-07-15,12.58
2011-07-18,12.59
2011-07-19,13.02
2011-07-20,12.78
2011-07-21,12.98
2011-07-22,13.34
2011-07-25,12.6
2011-07-26,12.74
2011-07-27,11.89
2011-07-28,11.89
2011-07-29,11.89
2011-08-01,12.08
2011-08-02,10.5
2011-08-03,10.71
2011-08-04,9.26
2011-08-05,8.59
2011-08-08,7.63
2011-08-09,8.94
2011-08-10,8.25
2011-08-11,8.87
2011-08-12,9.27
2011-08-15,9.98
2011-08-16,9.6
2011-08-17,9.41
2011-08-18,8.67
2011-08-19,8.32
2011-08-22,8.2
2011-08-23,9.08
2011-08-24,8.83
2011-08-25,8.71
2011-08-26,9.25
2011-08-29,9.86
2011-08-30,9.93
2011-08-31,9.83
2011-09-01,9.42
2011-09-02,9.32
2011-09-06,9.47
2011-09-07,9.89
2011-09-08,9.85
2011-09-09,9.56
2011-09-12,9.72
2011-09-13,10.06
2011-09-14,10.11
2011-09-15,10.21
2011-09-16,10.22
2011-09-19,10.28
2011-09-20,10.24
2011-09-21,9.97
2011-09-22,9.65
2011-09-23,9.58
2011-09-26,10.04
2011-09-27,10.14
2011-09-28,9.84
2011-09-29,9.07
2011-09-30,8.79
2011-10-03,8.03
2011-10-04,8.86
2011-10-05,9.27
2011-10-06,9.35
2011-10-07,9.4
2011-10-10,9.88
2011-10-11,9.93
2011-10-12,9.67
2011-10-13,9.94
2011-10-14,10.2
2011-10-17,9.91
2011-10-18,10.23
2011-10-19,10.58
2011-10-20,10.86
2011-10-21,10.97
2011-10-24,11.35
2011-10-25,11.19
2011-10-26,11.39
2011-10-27,11.72
2011-10-28,11.9
2011-10-31,11.63
2011-11-01,11.17
2011-11-02,11.41
2011-11-03,11.52
2011-11-04,12.01
2011-11-07,11.02
2011-11-08,10.67
2011-11-09,10.32
2011-11-10,10.72
2011-11-11,10.93
2011-11-14,11.01
2011-11-15,10.96
2011-11-16,10.52
2011-11-17,10.18
2011-11-18,10.21
2011-11-21,10.7
2011-11-22,11.13
2011-11-23,10.83
2011-11-25,10.83
2011-11-28,11.51
2011-11-29,11.65
2011-11-30,12.09
2011-12-01,12.31
2011-12-02,11.9
2011-12-05,12.02
2011-12-06,11.66
2011-12-07,11.33
2011-12-08,11.15
2011-12-09,11.63
2011-12-12,11.31
2011-12-13,11.01
2011-12-14,10.42
2011-12-15,10.99
2011-12-16,11.33
2011-12-19,11.4
2011-12-20,11.72
2011-12-21,11.6
2011-12-22,11.55
2011-12-23,11.74
2011-12-27,12.5
2011-12-28,12.25
2011-12-29,12.26
2011-12-30,12.25
2012-01-03,12.27
2012-01-04,12.73
2012-01-05,13.21
2012-01-06,13.52
2012-01-09,13.79
2012-01-10,13.77
2012-01-11,14.07
2012-01-12,13.88
2012-01-13,14.42
2012-01-17,14.5
2012-01-18,14.45
2012-01-19,14.5
