"Index","ADSK.Close"
2011-03-09,40.34
2011-03-10,39.9
2011-03-11,40.11
2011-03-14,40.38
2011-03-15,39.25
2011-03-16,38.47
2011-03-17,38.56
2011-03-18,39.4
2011-03-21,40.97
2011-03-22,41.51
2011-03-23,41.62
2011-03-24,43.81
2011-03-25,43.27
2011-03-28,42.97
2011-03-29,43.4
2011-03-30,43.6
2011-03-31,44.11
2011-04-01,43.83
2011-04-04,44
2011-04-05,43.96
2011-04-06,43.47
2011-04-07,43.16
2011-04-08,42.79
2011-04-11,42.85
2011-04-12,42.36
2011-04-13,42.63
2011-04-14,42.7
2011-04-15,43.09
2011-04-18,42.47
2011-04-19,42.43
2011-04-20,44.35
2011-04-21,44.88
2011-04-25,45.55
2011-04-26,44.99
2011-04-27,45.11
2011-04-28,45
2011-04-29,44.98
2011-05-02,44.66
2011-05-03,44.22
2011-05-04,43.75
2011-05-05,43.43
2011-05-06,44.31
2011-05-09,44.29
2011-05-10,45.15
2011-05-11,45.2
2011-05-12,45.99
2011-05-13,45.57
2011-05-16,44.39
2011-05-17,43.49
2011-05-18,44.28
2011-05-19,44.39
2011-05-20,42.35
2011-05-23,42.27
2011-05-24,42.09
2011-05-25,42.38
2011-05-26,42.68
2011-05-27,42.5
2011-05-31,42.98
2011-06-01,41.44
2011-06-02,41.36
2011-06-03,40.84
2011-06-06,40.28
2011-06-07,39.54
2011-06-08,38.24
2011-06-09,38.08
2011-06-10,37.9
2011-06-13,37.56
2011-06-14,37.92
2011-06-15,36.57
2011-06-16,36.44
2011-06-17,35.68
2011-06-20,35.7
2011-06-21,37.04
2011-06-22,36.47
2011-06-23,37.17
2011-06-24,36.69
2011-06-27,37.43
2011-06-28,38.18
2011-06-29,38.54
2011-06-30,38.6
2011-07-01,38.7
2011-07-05,38.87
2011-07-06,39.37
2011-07-07,40.39
2011-07-08,40.12
2011-07-11,38.99
2011-07-12,37.23
2011-07-13,37.26
2011-07-14,36.35
2011-07-15,36.15
2011-07-18,35.33
2011-07-19,36.33
2011-07-20,35.87
2011-07-21,36.2
2011-07-22,37.07
2011-07-25,36.48
2011-07-26,36.57
2011-07-27,34.9
2011-07-28,34.34
2011-07-29,34.4
2011-08-01,34.4
2011-08-02,33.84
2011-08-03,33.95
2011-08-04,31.57
2011-08-05,30.92
2011-08-08,28.06
2011-08-09,29.96
2011-08-10,28.16
2011-08-11,28.75
2011-08-12,29.18
2011-08-15,30.09
2011-08-16,29.45
2011-08-17,28.85
2011-08-18,26.51
2011-08-19,23.41
2011-08-22,24.29
2011-08-23,25.28
2011-08-24,26.47
2011-08-25,25.56
2011-08-26,26.63
2011-08-29,28.05
2011-08-30,27.7
2011-08-31,28.2
2011-09-01,27.23
2011-09-02,26.38
2011-09-06,26.13
2011-09-07,27
2011-09-08,26.28
2011-09-09,25.41
2011-09-12,26.72
2011-09-13,27.69
2011-09-14,28.46
2011-09-15,29.41
2011-09-16,29.45
2011-09-19,28.79
2011-09-20,28.11
2011-09-21,28.56
2011-09-22,27.66
2011-09-23,28.34
2011-09-26,28.3
2011-09-27,29.47
2011-09-28,28.7
2011-09-29,29.29
2011-09-30,27.79
2011-10-03,25.45
2011-10-04,26.08
2011-10-05,27.21
2011-10-06,27.99
2011-10-07,28.29
2011-10-10,29.27
2011-10-11,30.01
2011-10-12,31.02
2011-10-13,30.99
2011-10-14,32.42
2011-10-17,31.25
2011-10-18,31.89
2011-10-19,30.96
2011-10-20,31.27
2011-10-21,31.78
2011-10-24,33.05
2011-10-25,32.37
2011-10-26,32.74
2011-10-27,35.62
2011-10-28,35.83
2011-10-31,34.6
2011-11-01,32.97
2011-11-02,33.55
2011-11-03,35.16
2011-11-04,35.02
2011-11-07,34.7
2011-11-08,35.55
2011-11-09,32.54
2011-11-10,32.72
2011-11-11,34.2
2011-11-14,33.61
2011-11-15,34.04
2011-11-16,35.58
2011-11-17,34.45
2011-11-18,33.5
2011-11-21,32.4
2011-11-22,31.38
2011-11-23,30.04
2011-11-25,29.8
2011-11-28,31.6
2011-11-29,31.49
2011-11-30,34.07
2011-12-01,34.27
2011-12-02,33.97
2011-12-05,34.09
2011-12-06,34.78
2011-12-07,34.8
2011-12-08,33.92
2011-12-09,34.39
2011-12-12,33.44
2011-12-13,32.7
2011-12-14,31.25
2011-12-15,31.07
2011-12-16,31.2
2011-12-19,30.2
2011-12-20,31.49
2011-12-21,30.31
2011-12-22,30.46
2011-12-23,30.81
2011-12-27,30.78
2011-12-28,29.91
2011-12-29,30.4
2011-12-30,30.33
2012-01-03,30.81
2012-01-04,30.21
2012-01-05,30.82
2012-01-06,30.96
2012-01-09,31.08
2012-01-10,32.53
2012-01-11,32.18
2012-01-12,32.3
2012-01-13,31.92
2012-01-17,32.16
2012-01-18,34.34
2012-01-19,35.43
2012-01-20,35.04
