"Index","JERT.Close"
2007-11-13,10.17
2007-11-14,9.49
2007-11-15,9.52
2007-11-16,9.58
2007-11-19,9.61
2007-11-20,9.32
2007-11-21,9.05
2007-11-23,9.26
2007-11-26,9.09
2007-11-27,9.19
2007-11-28,9.68
2007-11-29,9.63
2007-11-30,9.78
2007-12-03,9.59
2007-12-04,8.96
2007-12-05,9
2007-12-06,9.66
2007-12-07,10.34
2007-12-10,10.84
2007-12-11,10.1
2007-12-12,10.6
2007-12-13,10.75
2007-12-14,11.35
2007-12-17,11.83
2007-12-18,12.28
2007-12-19,12.21
2007-12-20,12.1
2007-12-21,12.68
2007-12-24,13
2007-12-26,11.65
2007-12-27,11.81
2007-12-28,10.98
2007-12-31,10.77
2008-01-02,10.47
2008-01-03,10.34
2008-01-04,10.16
2008-01-07,10.19
2008-01-08,9.97
2008-01-09,9.58
2008-01-10,9.95
2008-01-11,10.1
2008-01-14,11.2
2008-01-15,11.17
2008-01-16,11.05
2008-01-17,10.09
2008-01-18,9.68
2008-01-22,9.75
2008-01-23,10.17
2008-01-24,10.14
2008-01-25,10.32
2008-01-28,10.14
2008-01-29,10.04
2008-01-30,10.1
2008-01-31,10.25
2008-02-01,10.55
2008-02-04,10.85
2008-02-05,10.75
2008-02-06,10.45
2008-02-07,10.5
2008-02-08,10.5
2008-02-11,10.12
2008-02-12,10.05
2008-02-13,10.2
2008-02-14,9.8
2008-02-15,9.92
2008-02-19,10.25
2008-02-20,10.62
2008-02-21,9.92
2008-02-22,9.86
2008-02-25,10.14
2008-02-26,10.05
2008-02-27,10.23
2008-02-28,10.47
2008-02-29,10.25
2008-03-03,9.64
2008-03-04,9.34
2008-03-05,8.9
2008-03-06,8.6
2008-03-07,8.63
2008-03-10,8.2
2008-03-11,8.81
2008-03-12,9.06
2008-03-13,8.46
2008-03-14,8.24
2008-03-17,7.97
2008-03-18,8.45
2008-03-19,8.02
2008-03-20,8.26
2008-03-24,9.09
2008-03-25,9.9
2008-03-26,9.88
2008-03-27,9.96
2008-03-28,9.38
2008-03-31,8.48
2008-04-01,8.8
2008-04-02,8.68
2008-04-03,8.55
2008-04-04,8.27
2008-04-07,8.64
2008-04-08,8.5
2008-04-09,8.41
2008-04-10,8.12
2008-04-11,7.86
2008-04-14,7.54
2008-04-15,7.49
2008-04-16,7.9
2008-04-17,7.87
2008-04-18,8.01
2008-04-21,7.69
2008-04-22,7.49
2008-04-23,7.51
2008-04-24,7.74
2008-04-25,7.75
2008-04-28,7.98
2008-04-29,7.58
2008-04-30,7.7
2008-05-01,8.19
2008-05-02,8.09
2008-05-05,8.02
2008-05-06,8.35
2008-05-07,8.09
2008-05-08,8.03
2008-05-09,8
2008-05-12,8.21
2008-05-13,8.25
2008-05-14,8.47
2008-05-15,8.69
2008-05-16,8.67
2008-05-19,8.4
2008-05-20,8.37
2008-05-21,8.33
2008-05-22,8.11
2008-05-23,8.09
2008-05-28,8.57
2008-05-29,8.85
2008-05-30,8.98
2008-06-02,9.23
2008-06-03,8.72
2008-06-04,9
2008-06-05,9
2008-06-06,8.69
2008-06-09,8.31
2008-06-10,8.09
2008-06-11,7.99
2008-06-12,7.93
2008-06-13,8.12
2008-06-16,8.1
2008-06-17,8.06
2008-06-18,8.26
2008-06-19,8.45
2008-06-20,8.34
2008-06-23,8.1
2008-06-24,7.96
2008-06-25,7.85
2008-06-26,7.2
2008-06-27,6.69
2008-06-30,6.3
2008-07-01,6.11
2008-07-02,5.87
2008-07-03,5.81
2008-07-07,5.32
2008-07-08,5.25
2008-07-09,5.49
2008-07-10,5.86
2008-07-11,5.8
2008-07-14,5.82
2008-07-15,5.76
2008-07-16,5.9
2008-07-17,5.44
2008-07-18,5.52
2008-07-21,5.8
2008-07-22,6.2
2008-07-23,6.87
2008-07-24,6.85
2008-07-25,7.45
2008-07-28,6.73
2008-07-29,7.13
2008-07-30,6.48
2008-07-31,6.02
2008-08-01,6
2008-08-04,5.92
2008-08-05,6.3
2008-08-06,6.18
2008-08-07,6.46
2008-08-08,6.63
2008-08-11,6.65
2008-08-12,6.48
2008-08-13,6.14
2008-08-14,6.07
2008-08-15,5.98
2008-08-18,6.05
2008-08-19,5.89
2008-08-20,6.15
2008-08-21,5.66
2008-08-22,5.42
2008-08-25,5.39
2008-08-26,5.34
2008-08-27,5.5
2008-08-28,5.7
2008-08-29,5.75
2008-09-02,5.49
2008-09-03,5.69
2008-09-04,5.39
2008-09-05,5.46
2008-09-08,5.54
2008-09-09,5.43
2008-09-10,5.58
2008-09-11,5.55
2008-09-12,5.4
2008-09-15,4.86
2008-09-16,5.54
2008-09-17,5.8
2008-09-18,6.35
2008-09-19,6.84
2008-09-22,6.6
2008-09-23,6.61
2008-09-24,6.05
2008-09-25,6.23
2008-09-26,6
2008-09-29,4.63
2008-09-30,4.82
2008-10-01,5.17
2008-10-02,4.81
2008-10-03,4.96
2008-10-06,4.58
2008-10-07,3.85
2008-10-08,3.55
2008-10-09,2.67
2008-10-10,3.24
2008-10-13,3.47
2008-10-14,3.25
2008-10-15,3.09
2008-10-16,3.1
2008-10-17,3.07
2008-10-20,3.01
2008-10-21,2.87
2008-10-22,2.63
2008-10-23,2.42
2008-10-24,2.48
2008-10-27,2.51
2008-10-28,2.63
2008-10-29,2.73
2008-10-30,2.95
2008-10-31,3.25
2008-11-03,3.73
2008-11-04,4.07
2008-11-05,3.64
2008-11-06,2.65
2008-11-07,2.4
2008-11-10,2.02
2008-11-11,1.73
2008-11-12,1.45
2008-11-13,1.49
2008-11-14,1.32
2008-11-17,1.19
2008-11-18,1.1
2008-11-19,1
2008-11-20,0.92
2008-11-21,0.89
2008-11-24,0.9
2008-11-25,1.09
2008-11-26,1.25
2008-11-28,1.35
2008-12-01,0.99
2008-12-02,0.99
2008-12-03,1
2008-12-04,0.9
2008-12-05,0.99
2008-12-08,0.95
2008-12-09,0.96
2008-12-10,1
2008-12-11,0.94
2008-12-12,1.03
2008-12-15,0.91
2008-12-16,1
2008-12-17,0.91
2008-12-18,1.19
2008-12-19,1.31
2008-12-22,1.3
2008-12-23,1.34
2008-12-24,1.43
2008-12-26,1.19
2008-12-29,1
2008-12-30,1
2008-12-31,0.93
2009-01-02,0.97
2009-01-05,0.89
2009-01-06,0.96
2009-01-07,0.95
2009-01-08,0.96
2009-01-09,0.95
2009-01-12,0.98
2009-01-13,0.98
2009-01-14,0.95
2009-01-15,0.96
2009-01-16,0.96
2009-01-20,0.84
2009-01-21,0.86
2009-01-22,0.8
2009-01-23,0.84
2009-01-26,0.85
2009-01-27,0.87
2009-01-28,0.95
2009-01-29,0.89
2009-01-30,0.87
2009-02-02,0.86
2009-02-03,0.87
2009-02-04,0.64
2009-02-05,0.6
2009-02-06,0.54
2009-02-09,0.65
2009-02-10,0.53
2009-02-11,0.57
2009-02-12,0.49
2009-02-13,0.48
2009-02-17,0.35
2009-02-18,0.3
2009-02-19,0.23
2009-02-20,1.93
2009-02-23,2.68
2009-02-24,2.96
2009-02-25,2.79
2009-02-26,2.65
2009-02-27,2.33
2009-03-02,1.88
2009-03-03,0.88
2009-03-04,1.1
2009-03-05,1
2009-03-06,0.9
2009-03-09,0.7
2009-03-10,0.74
2009-03-11,0.79
2009-03-12,0.73
2009-03-13,0.82
2009-03-16,0.79
2009-03-17,0.8
2009-03-18,0.92
2009-03-19,0.95
2009-03-20,1.04
2009-03-23,1.14
2009-03-24,0.95
2009-03-25,1.19
2009-03-26,1.28
2009-03-27,0.92
2009-03-30,0.9
2009-03-31,0.65
2009-04-01,0.5
2009-04-02,0.5
2009-04-03,0.42
2009-04-06,0.4
2009-04-07,0.36
2009-04-08,0.35
2009-04-09,0.35
2009-04-13,0.35
2009-04-14,0.3
2009-04-15,0.42
2009-04-16,0.35
2009-04-17,0.33
2009-04-20,0.32
2009-04-21,0.32
2009-04-22,0.3
2009-04-23,0.32
2009-04-24,0.28
2009-04-27,0.32
2009-04-28,0.28
2009-04-29,0.28
2009-04-30,0.29
2009-05-01,0.32
2009-05-04,0.32
2009-05-05,0.32
2009-05-06,0.38
2009-05-07,0.45
2009-05-08,0.55
2009-05-11,0.66
2009-05-12,0.67
2009-05-13,0.57
2009-05-14,0.57
2009-05-15,0.47
2009-05-18,0.52
2009-05-19,0.51
2009-05-20,0.59
2009-05-21,0.58
2009-05-22,0.6
2009-05-26,0.48
2009-05-27,0.46
2009-05-28,0.45
2009-05-29,0.44
2009-06-01,0.43
2009-06-02,0.42
2009-06-03,0.4
2009-06-04,0.42
2009-06-05,0.42
2009-06-08,0.42
2009-06-09,0.4
2009-06-10,0.4
2009-06-11,0.35
2009-06-12,0.38
2009-06-15,0.38
2009-06-16,0.38
2009-06-17,0.32
2009-06-18,0.32
2009-06-19,0.32
2009-06-22,0.32
2009-06-23,0.3
2009-06-24,0.35
2009-06-25,0.33
2009-06-26,0.32
2009-06-29,0.4
2009-06-30,0.35
2009-07-01,0.44
2009-07-02,0.36
2009-07-06,0.43
2009-07-07,0.43
2009-07-08,0.35
2009-07-09,0.34
2009-07-10,0.34
2009-07-13,0.32
2009-07-14,0.32
2009-07-15,0.38
2009-07-16,0.35
2009-07-17,0.35
2009-07-20,0.4
2009-07-21,0.39
2009-07-22,0.32
2009-07-23,0.4
2009-07-24,0.32
2009-07-27,0.32
2009-07-28,0.32
2009-07-29,0.33
2009-07-30,0.32
2009-07-31,0.37
2009-08-03,0.37
2009-08-04,0.32
2009-08-05,0.35
2009-08-06,0.32
2009-08-07,0.36
2009-08-10,0.33
2009-08-11,0.38
2009-08-12,0.32
2009-08-13,0.51
2009-08-14,0.49
2009-08-17,0.49
2009-08-18,0.46
2009-08-19,0.46
2009-08-20,0.5
2009-08-21,0.5
2009-08-24,0.5
2009-08-25,0.45
2009-08-26,0.45
2009-08-27,0.38
2009-08-28,0.39
2009-08-31,0.5
2009-09-01,0.46
2009-09-02,0.4
2009-09-03,0.4
2009-09-04,0.46
2009-09-08,0.48
2009-09-09,0.48
2009-09-10,0.48
2009-09-11,0.47
2009-09-14,0.48
2009-09-15,0.48
2009-09-16,0.45
2009-09-17,0.48
2009-09-18,0.5
2009-09-21,0.46
2009-09-22,0.5
2009-09-23,0.54
2009-09-24,0.49
2009-09-25,0.49
2009-09-28,0.55
2009-09-29,0.61
2009-09-30,0.74
2009-10-01,0.75
2009-10-02,0.66
2009-10-05,0.65
2009-10-06,0.63
2009-10-07,0.61
2009-10-08,0.56
2009-10-09,0.58
2009-10-12,0.65
2009-10-13,0.6
2009-10-14,0.6
2009-10-15,0.64
2009-10-16,0.65
2009-10-19,0.62
2009-10-20,0.64
2009-10-21,0.62
2009-10-22,0.6
2009-10-23,0.57
2009-10-26,0.55
2009-10-27,0.61
2009-10-28,0.47
2009-10-29,0.59
2009-10-30,0.55
2009-11-02,0.47
2009-11-03,0.47
2009-11-04,0.4
2009-11-05,0.41
2009-11-06,0.55
2009-11-09,0.5
2009-11-10,0.4
2009-11-11,0.38
2009-11-12,0.35
2009-11-13,0.35
2009-11-16,0.38
2009-11-17,0.35
2009-11-18,0.35
2009-11-19,0.42
2009-11-20,0.41
2009-11-23,0.35
2009-11-24,0.32
2009-11-25,0.32
2009-11-27,0.32
2009-11-30,0.35
2009-12-01,0.31
2009-12-02,0.29
2009-12-03,0.2
2009-12-04,0.16
2009-12-07,0.16
2009-12-08,0.16
2009-12-09,0.17
2009-12-10,0.13
2009-12-11,0.17
2009-12-14,0.15
2009-12-15,0.13
2009-12-16,0.14
2009-12-17,0.13
2009-12-18,0.12
2009-12-21,0.13
2009-12-22,0.15
2009-12-23,0.13
2009-12-24,0.15
2009-12-28,0.14
2009-12-29,0.13
2009-12-30,0.13
2009-12-31,0.12
2010-01-04,0.12
2010-01-05,0.12
2010-01-06,0.12
2010-01-07,0.12
2010-01-08,0.12
2010-01-11,0.08
2010-01-12,0.11
2010-01-13,0.12
2010-01-14,0.12
2010-01-15,0.16
2010-01-19,0.13
2010-01-20,0.12
2010-01-21,0.11
2010-01-22,0.12
2010-01-25,0.12
2010-01-26,0.12
2010-01-27,0.14
2010-01-28,0.14
2010-01-29,0.15
2010-02-01,0.16
2010-02-02,0.13
2010-02-03,0.14
2010-02-04,0.17
2010-02-05,0.17
2010-02-08,0.2
2010-02-09,0.13
2010-02-12,0.12
2010-02-16,0.12
2010-02-17,0.15
2010-02-18,0.16
2010-02-19,0.12
2010-02-22,0.15
2010-02-23,0.12
2010-02-24,0.15
2010-02-25,0.12
2010-02-26,0.15
2010-03-01,0.16
2010-03-02,0.12
2010-03-03,0.13
2010-03-04,0.12
2010-03-05,0.18
2010-03-08,0.17
2010-03-09,0.16
2010-03-10,0.16
2010-03-11,0.17
2010-03-12,0.18
2010-03-15,0.17
2010-03-16,0.18
2010-03-17,0.17
2010-03-18,0.2
2010-03-19,0.15
2010-03-22,0.15
2010-03-23,0.16
2010-03-24,0.18
2010-03-25,0.16
2010-03-26,0.2
2010-03-29,0.16
2010-03-30,0.21
2010-04-01,0.16
2010-04-05,0.16
2010-04-06,0.16
2010-04-07,0.21
2010-04-08,0.16
2010-04-09,0.22
2010-04-12,0.18
2010-04-13,0.16
2010-04-14,0.17
2010-04-15,0.16
2010-04-16,0.16
2010-04-19,0.16
2010-04-20,0.16
2010-04-21,0.16
2010-04-22,0.17
2010-04-23,0.2
2010-04-26,0.2
2010-04-27,0.16
2010-04-28,0.17
2010-04-29,0.17
2010-04-30,0.17
2010-05-03,0.17
2010-05-04,0.18
2010-05-05,0.24
2010-05-06,0.24
2010-05-07,0.19
2010-05-10,0.18
2010-05-11,0.18
2010-05-12,0.18
2010-05-13,0.18
2010-05-14,0.18
2010-05-17,0.18
2010-05-18,0.18
2010-05-19,0.18
2010-05-20,0.18
2010-05-21,0.18
2010-05-24,0.19
2010-05-25,0.18
2010-05-26,0.16
2010-05-27,0.16
2010-05-28,0.16
2010-06-01,0.16
2010-06-02,0.16
2010-06-03,0.16
2010-06-04,0.16
2010-06-07,0.08
2010-06-08,0.11
2010-06-09,0.1
2010-06-10,0.1
2010-06-11,0.1
2010-06-14,0.11
2010-06-15,0.09
2010-06-16,0.19
2010-06-17,0.19
2010-06-18,0.11
2010-06-21,0.12
2010-06-22,0.09
2010-06-23,0.09
2010-06-24,0.09
2010-06-25,0.08
2010-06-28,0.1
2010-06-29,0.08
2010-06-30,0.08
2010-07-02,0.05
2010-07-06,0.08
2010-07-07,0.08
2010-07-08,0.08
2010-07-09,0.1
2010-07-12,0.12
2010-07-13,0.08
2010-07-14,0.12
2010-07-15,0.08
2010-07-16,0.08
2010-07-19,0.05
2010-07-20,0.16
2010-07-21,0.13
2010-07-22,0.06
2010-07-23,0.06
2010-07-26,0.06
2010-07-27,0.15
2010-07-28,0.13
2010-07-29,0.05
2010-07-30,0.1
2010-08-02,0.1
2010-08-03,0.1
2010-08-04,0.1
2010-08-05,0.06
2010-08-06,0.06
2010-08-09,0.06
2010-08-10,0.07
2010-08-11,0.07
2010-08-12,0.07
2010-08-13,0.07
2010-08-16,0.07
2010-08-17,0.07
2010-08-18,0.1
2010-08-19,0.1
2010-08-20,0.1
2010-08-23,0.1
2010-08-24,0.1
2010-08-25,0.11
2010-08-26,0.1
2010-08-27,0.1
2010-08-30,0.1
2010-08-31,0.1
2010-09-01,0.1
2010-09-02,0.1
2010-09-03,0.1
2010-09-07,0.1
2010-09-08,0.08
2010-09-09,0.14
2010-09-10,0.1
2010-09-13,0.1
2010-09-14,0.08
2010-09-15,0.08
2010-09-16,0.08
2010-09-17,0.08
2010-09-20,0.08
2010-09-21,0.08
2010-09-22,0.05
2010-09-23,0.05
2010-09-27,0.06
2010-09-28,0.06
2010-09-29,0.06
2010-09-30,0.12
2010-10-01,0.1
2010-10-04,0.06
2010-10-05,0.07
2010-10-06,0.05
2010-10-07,0.06
2010-10-08,0.11
2010-10-11,0.08
2010-10-12,0.08
2010-10-13,0.06
2010-10-14,0.06
2010-10-15,0.06
2010-10-18,0.06
2010-10-19,0.06
2010-10-20,0.06
2010-10-21,0.06
2010-10-22,0.06
2010-10-25,0.06
2010-10-26,0.06
2010-10-27,0.06
2010-10-28,0.04
2010-11-01,0.05
2010-11-02,0.11
2010-11-03,0.11
2010-11-04,0.05
2010-11-05,0.05
2010-11-08,0.05
2010-11-09,0.05
2010-11-10,0.05
2010-11-11,0.05
2010-11-12,0.05
2010-11-16,0.05
2010-11-17,0.05
2010-11-18,0.05
2010-11-19,0.05
2010-11-22,0.05
2010-11-23,0.06
2010-11-24,0.06
2010-11-26,0.06
2010-11-29,0.05
2010-11-30,0.05
2010-12-01,0.08
2010-12-02,0.05
2010-12-03,0.05
2010-12-06,0.05
2010-12-07,0.05
2010-12-08,0.05
2010-12-09,0.05
2010-12-10,0.05
2010-12-13,0.05
2010-12-14,0.04
2010-12-15,0.04
2010-12-16,0.04
2010-12-17,0.05
2010-12-20,0.04
2010-12-21,0.04
2010-12-22,0.05
2010-12-23,0.04
2010-12-27,0.04
2010-12-28,0.04
2010-12-29,0.04
2010-12-30,0.05
2010-12-31,0.05
2011-01-03,0.05
2011-01-04,0.05
2011-01-05,0.04
2011-01-06,0.04
2011-01-07,0.04
2011-01-10,0.05
2011-01-11,0.08
2011-01-12,0.06
2011-01-13,0.06
2011-01-14,0.06
2011-01-18,0.06
2011-01-19,0.06
2011-01-20,0.06
2011-01-21,0.06
2011-01-24,0.06
2011-01-25,0.06
2011-01-26,0.06
2011-01-27,0.06
2011-01-28,0.05
2011-02-01,0.05
2011-02-03,0.05
2011-02-04,0.05
2011-02-07,0.05
2011-02-08,0.05
2011-02-09,0.05
2011-02-10,0.08
2011-02-11,0.06
2011-02-14,0.06
2011-02-15,0.06
2011-02-16,0.05
2011-02-17,0.07
2011-02-18,0.07
2011-02-22,0.07
2011-02-23,0.06
2011-02-24,0.05
2011-02-25,0.04
2011-03-02,0.05
2011-03-03,0.05
2011-03-04,0.05
2011-03-09,0.04
2011-03-11,0.04
2011-03-14,0.04
2011-03-16,0.04
2011-03-17,0.04
2011-03-18,0.04
2011-03-21,0.04
2011-03-22,0.07
2011-03-23,0.05
2011-03-24,0.05
2011-03-25,0.05
2011-03-28,0.08
2011-03-29,0.08
2011-03-31,0.07
2011-04-01,0.06
2011-04-05,0.06
2011-04-06,0.05
2011-04-07,0.08
2011-04-08,0.06
2011-04-11,0.06
2011-04-12,0.06
2011-04-13,0.06
2011-04-14,0.08
2011-04-18,0.06
2011-04-21,0.06
2011-04-25,0.06
2011-04-26,0.06
2011-04-27,0.06
2011-04-28,0.06
2011-04-29,0.06
2011-05-02,0.06
2011-05-03,0.06
2011-05-05,0.06
2011-05-06,0.06
2011-05-09,0.06
2011-05-10,0.06
2011-05-11,0.06
2011-05-12,0.06
2011-05-13,0.1
2011-05-16,0.06
2011-05-17,0.06
2011-05-18,0.06
2011-05-23,0.06
2011-05-24,0.06
2011-05-26,0.06
2011-05-27,0.05
2011-05-31,0.06
2011-06-02,0.06
2011-06-03,0.07
2011-06-06,0.08
2011-06-07,0.04
2011-06-13,0.05
2011-06-14,0.04
2011-06-15,0.09
2011-06-16,0.09
2011-06-17,0.04
2011-06-20,0.08
2011-06-21,0.04
2011-06-23,0.04
2011-06-24,0.07
2011-06-27,0.05
2011-06-29,0.07
2011-06-30,0.06
2011-07-01,0.04
2011-07-05,0.05
2011-07-06,0.07
2011-07-07,0.04
2011-07-08,0.04
2011-07-11,0.07
2011-07-12,0.04
2011-07-13,0.04
2011-07-14,0.04
2011-07-15,0.05
2011-07-19,0.04
2011-07-20,0.04
2011-07-21,0.04
2011-07-22,0.03
2011-07-25,0.03
2011-07-26,0.04
2011-07-27,0.04
2011-07-28,0.04
2011-07-29,0.04
2011-08-01,0.04
2011-08-02,0.04
2011-08-03,0.04
2011-08-05,0.04
2011-08-08,0.04
2011-08-12,0.04
2011-08-15,0.05
2011-08-17,0.03
2011-08-18,0.03
2011-08-19,0.04
2011-08-22,0.04
2011-08-24,0.04
2011-08-25,0.04
2011-08-29,0.03
2011-08-31,0.03
2011-09-01,0.03
2011-09-02,0.03
2011-09-06,0.03
2011-09-09,0.03
2011-09-12,0.03
2011-09-13,0.04
2011-09-14,0.04
2011-09-16,0.04
2011-09-19,0.05
2011-09-20,0.03
2011-09-22,0.03
2011-09-26,0.03
2011-09-28,0.03
2011-10-03,0.03
2011-10-04,0.03
2011-10-05,0.03
2011-10-06,0.03
2011-10-07,0.03
2011-10-10,0.03
2011-10-11,0.03
2011-10-12,0.03
2011-10-13,0.03
2011-10-14,0.03
2011-10-17,0.03
2011-10-19,0.03
2011-10-20,0.04
2011-10-24,0.03
2011-10-25,0.03
2011-10-26,0.03
2011-10-27,0.03
2011-10-28,0.03
2011-10-31,0.03
2011-11-01,0.03
2011-11-07,0.03
2011-11-14,0.03
2011-11-16,0.03
2011-11-17,0.03
2011-11-21,0.03
2011-11-22,0.03
2011-11-23,0.03
2011-11-25,0.03
2011-11-28,0.03
2011-11-29,0.03
2011-11-30,0.03
2011-12-01,0.03
2011-12-02,0.03
2011-12-05,0.03
2011-12-06,0.03
2011-12-07,0.03
2011-12-08,0.03
2011-12-09,0.03
2011-12-12,0.03
2011-12-13,0.03
2011-12-14,0.03
2011-12-15,0.03
2011-12-16,0.03
2011-12-19,0.03
2011-12-20,0.03
2011-12-21,0.03
2011-12-22,0.03
2011-12-23,0.03
2011-12-27,0.03
2011-12-28,0.03
2011-12-29,0.03
2011-12-30,0.03
2012-01-03,0.02
2012-01-04,0.02
2012-01-06,0.02
2012-01-10,0.02
2012-01-11,0.02
2012-01-18,0.02
2012-01-19,0.02
2012-01-20,0.02
2012-01-24,0.02
2012-01-26,0.02
2012-01-27,0.02
2012-02-01,0.02
2012-02-02,0.02
2012-02-03,0.02
2012-02-06,0.01
2012-02-08,0.01
2012-02-09,0.01
2012-02-13,0.02
2012-02-14,0.02
2012-02-16,0.02
2012-02-17,0.05
2012-02-22,0.02
2012-02-23,0.02
2012-02-24,0.05
2012-02-28,0.04
2012-02-29,0.04
2012-03-01,0.04
2012-03-06,0.02
2012-03-08,0.02
2012-03-09,0.03
2012-03-12,0.03
2012-03-16,0.02
2012-03-19,0.04
2012-03-20,0.03
2012-03-26,0.08
2012-03-29,0.08
2012-03-30,0.04
2012-04-03,0.06
2012-04-04,0.06
2012-04-09,0.06
2012-04-10,0.06
2012-04-11,0.05
2012-04-12,0.05
2012-04-13,0.08
2012-04-17,0.05
2012-04-18,0.09
2012-04-19,0.06
2012-04-20,0.06
2012-04-23,0.06
2012-04-24,0.06
2012-04-25,0.05
2012-04-26,0.05
2012-04-27,0.05
2012-04-30,0.05
2012-05-01,0.05
2012-05-03,0.05
2012-05-04,0.05
2012-05-07,0.05
2012-05-08,0.05
2012-05-11,0.05
2012-05-14,0.05
2012-05-15,0.05
2012-05-16,0.05
2012-05-18,0.08
2012-05-21,0.05
2012-05-22,0.04
2012-05-23,0.05
2012-05-29,0.05
2012-05-30,0.03
2012-05-31,0.05
2012-06-04,0.04
2012-06-05,0.04
2012-06-06,0.04
